imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,OverallEffort_trimmedMean30,OverallEffort_mean,OverallEffort_sd,Answer.Q_COMPLEX_AVG,COMPLEX_sd,DIFFICULT_mean,DIFFICULT_sd,Intresting_mean,PAYMENT_mean,Intresting_sd,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,5 minutes,0.060000000000000,5,IA,28.00,30.54,16.35,5.08,5.87,2.85,2.51,11.38,0.12,5.81,0.07,3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,300.0,0.06,5.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1405.0,47.0,19323.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,73.0,0.0,0.0,1.0,16.0,4.0,160.0,2.956043956043956,1.0,0.00625
3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,60 minutes,0.200000000000000,505,CC,55.56,57.00,34.21,7.46,7.13,7.85,6.87,5.77,0.44,5.89,0.36,3JCELWMC4PY7J05E7LXQXNDWO6Y3V4,3600.0,0.2,505.0,2,0.2021,61.0,3.0,20.33,31.0,42.0,37.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.2772,0.5552,1.0,0.0,0.0,0.0,4244.0,34.0,14785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,10.0,0.0,10.0,80.0,9.0,549.0,3.4925224327018944,37.0,0.06739526411657559
3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,5minutes,0.100000000000000,1,SV,36.25,40.42,24.27,5.42,6.24,4.42,5.35,5.08,0.27,6.04,0.23,3JG2O8WUZH7UTHWSYCP6CNBWVH79WZ,300.0,0.1,1.0,1,0.2759,34.0,3.0,11.33,13.0,25.0,20.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.6,1.0,0.0,0.0,0.0,1891.0,40.0,8117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,5.0,29.0,7.0,277.0,3.966580976863753,10.0,0.036101083032490974
3JGBBKK855Q5HY1J6RVO56S97I9J0I,6 days,0.100000000000000,361,CC,48.43,50.55,19.04,7.82,4.98,6.18,4.62,8.73,0.28,5.06,0.30,3JGBBKK855Q5HY1J6RVO56S97I9J0I,518400.0,0.1,361.0,2,0.4008,27.0,3.0,9.0,19.0,8.0,1.0,0.0,5.0,1.0,4.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,953.0,13.0,3556.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,13.0,128.0,3.8391959798994977,0.0,0.0
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,7 minutes,0.050000000000000,200,CC,18.38,19.08,9.37,1.25,2.86,0.83,1.59,7.92,0.07,6.13,0.04,3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,420.0,0.05,200.0,2,0.427,14.0,2.0,7.0,4.0,1.0,3.0,5.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,549.0,25.0,22605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,61.0,3.2814814814814817,0.0,0.0
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,1 Hours,0.050000000000000,1,SV,42.86,44.89,23.05,4.67,4.66,4.67,4.27,9.78,0.43,1.64,0.63,3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,3600.0,0.05,1.0,1,0.68,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,200.0,1.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,28.0,3.604651162790698,1.0,0.03571428571428571
3K0G5SYN9K0M6D335K10A1FE8RM8MU,45 minutes,0.400000000000000,20,IA,63.11,63.69,24.21,9.62,6.16,9.54,5.38,7.54,0.76,4.01,0.58,3K0G5SYN9K0M6D335K10A1FE8RM8MU,2700.0,0.4,20.0,3,0.2363,230.0,65.0,26.8,70.0,80.0,144.0,60.0,28.0,11.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3172,0.4484,0.9236,0.0,0.0,0.0,0.0,13007.0,0.0,73956.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,6.0,1.0,0.0,79.0,93.0,80.0,1331.0,2.814368249183622,48.0,0.03606311044327573
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,3hours,0.350000000000000,42,IA,49.20,51.71,19.07,6.86,5.80,6.64,4.29,7.14,0.42,6.01,0.15,3K0G5SYNALYS7SB8UL3I5RQZNM3M85,10800.0,0.35,42.0,3,0.3552,126.0,12.0,16.13,28.0,33.0,59.0,35.0,42.0,24.0,19.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4196,0.5916,0.8848,5.0,0.0,5.0,4.0,9211.0,103.0,115434.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,0.0,5.0,128.0,59.0,2237.0,3.799305957200694,26.0,0.0116227089852481
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,30 minutes,0.500000000000000,1,CA,33.75,38.50,24.90,4.00,4.11,4.70,4.74,6.50,0.23,5.08,0.22,3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,1800.0,0.5,1.0,6,0.4845,27.0,2.0,13.5,6.0,1.0,3.0,9.0,7.0,8.0,7.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,4.0,0.0,0.0,0.0,1477.0,10.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,2.0,0.0,2.0,25.0,6.0,218.0,3.9178082191780823,2.0,0.009174311926605505
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,30 minutes,0.200000000000000,26,IA,40.33,44.69,23.81,5.69,5.17,4.54,4.29,10.15,0.31,6.59,0.22,3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1800.0,0.2,26.0,3,0.1659,54.0,7.0,18.0,43.0,14.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.2356,0.4428,0.0,0.0,0.0,0.0,2879.0,130.0,23553.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,24.0,40.0,7.0,311.0,3.3328173374613,16.0,0.05144694533762058
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,30minutes,0.050000000000000,902,CC,65.67,66.46,23.55,9.00,5.39,9.38,5.03,4.08,0.48,3.62,0.39,3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,1800.0,0.05,902.0,2,0.4982,27.0,3.0,9.0,10.0,5.0,13.0,1.0,10.0,1.0,5.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2816,1.0,7.0,0.0,0.0,0.0,5231.0,145.0,31259.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,4.0,0.0,13.0,58.0,36.0,545.0,4.383966244725738,7.0,0.012844036697247707
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,30 minutes,0.050000000000000,19963,CC,59.38,61.40,26.18,8.60,6.02,8.10,5.43,7.50,0.32,5.42,0.26,3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,1800.0,0.05,19963.0,2,0.481,29.0,3.0,9.67,19.0,3.0,5.0,3.0,1.0,6.0,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1792,1.0,3.0,0.0,0.0,0.0,4434.0,115.0,21999.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,2.0,0.0,5.0,57.0,31.0,496.0,4.307221542227662,2.0,0.004032258064516129
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,15 minutes,0.050000000000000,1022,CC,67.33,64.15,20.14,9.62,3.75,10.54,3.71,8.08,2.66,5.89,7.01,3K3X4GGOSLN9WHITSDB41LMDI6SMCK,900.0,0.05,1022.0,2,0.4903,43.0,6.0,11.25,17.0,6.0,6.0,16.0,1.0,5.0,9.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,58.0,0.0,3602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.260869565217391,0.0,0.0
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,10 minutes,0.100000000000000,1,CA,41.89,43.62,19.64,5.31,4.55,4.46,4.27,11.92,1.48,3.99,3.45,3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,600.0,0.1,1.0,6,0.6391,20.0,2.0,10.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,560.0,6.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,7.0,2.0,57.0,4.035714285714286,1.0,0.017543859649122806
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,60 minutes,0.250000000000000,4667,IA,46.20,47.50,17.80,7.07,5.33,7.21,4.85,9.93,0.34,5.24,0.45,3KNJI1FZ8L912486RAFQQV3ZEP6NQU,3600.0,0.25,4667.0,3,0.426,98.0,7.0,16.33,20.0,26.0,23.0,52.0,17.0,32.0,18.0,16.0,11.0,6.0,0.0,0.0,0.0,0.0,0.4464,0.66,0.96,3.0,0.0,0.0,7.0,9598.0,134.0,37743.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,3.0,52.0,1.0,0.0,33.0,83.0,56.0,2265.0,4.162195121951219,45.0,0.019867549668874173
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,60 Minutes,0.030000000000000,1,IF,31.44,34.15,19.60,4.31,5.25,3.77,4.64,5.46,0.10,4.05,0.08,3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,3600.0,0.03,1.0,4,0.3813,11.0,3.0,5.5,1.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.0,0.0,0.0,1183.0,8.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,160.0,4.584541062801932,2.0,0.0125
3L8V324VIV0JU2BOPG7PUH68F6NF91,60 minutes,0.030000000000000,2331,IF,35.89,36.31,13.53,2.46,2.76,2.38,2.29,8.08,0.15,6.45,0.09,3L8V324VIV0JU2BOPG7PUH68F6NF91,3600.0,0.03,2331.0,4,0.1729,4.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.0,0.0,0.0,0.0,1303.0,7.0,4769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,22.0,4.0,146.0,4.436213991769547,3.0,0.02054794520547945
3L8V324VIVQEQ524CR2N49U2T8GF9N,11 minutes 40 S,0.020000000000000,1060,CC,44.82,45.53,13.85,5.00,4.12,5.93,4.42,7.33,0.23,5.67,0.17,3L8V324VIVQEQ524CR2N49U2T8GF9N,660.0,0.02,1060.0,2,0.3672,97.0,3.0,32.33,43.0,28.0,53.0,10.0,17.0,34.0,15.0,13.0,5.0,9.0,0.0,0.0,0.0,0.0,0.4032,0.62,1.0,0.0,0.0,1.0,0.0,4633.0,38.0,46737.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,29.0,46.0,30.0,517.0,3.096237970253718,33.0,0.06382978723404255
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,60 minutes,0.010000000000000,79,CC,33.38,36.25,13.65,4.42,3.70,3.42,3.29,5.75,0.14,6.11,0.12,3LBF4GRVWQC3B97WPKKEJO5WDODDDG,3600.0,0.01,79.0,2,0.4429,10.0,1.0,10.0,2.0,1.0,1.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6392,1.0,0.0,0.0,0.0,1505.0,7.0,5781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,22.0,6.0,159.0,4.245847176079734,9.0,0.05660377358490566
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,10 minutes,0.050000000000000,139,IA,36.38,35.50,11.34,3.92,2.31,3.75,1.76,9.50,0.14,4.68,0.09,3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,600.0,0.05,139.0,3,0.4045,126.0,5.0,25.2,29.0,28.0,32.0,117.0,43.0,20.0,11.0,15.0,23.0,5.0,0.0,0.0,0.0,0.0,0.44,0.7504,0.9608,0.0,0.0,0.0,0.0,7288.0,34.0,16448.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,6.0,107.0,58.0,1174.0,4.095067905646891,83.0,0.0706984667802385
3LCM1J6T1CTW3PUN949YD9G6A99CYC,7minutes,0.010000000000000,4238,CC,19.50,19.64,10.99,0.93,1.33,1.00,1.92,8.50,0.10,6.75,0.16,3LCM1J6T1CTW3PUN949YD9G6A99CYC,420.0,0.01,4238.0,2,0.468,17.0,2.0,8.5,11.0,3.0,4.0,13.0,0.0,2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,406.0,25.0,22461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,37.0,2.8849557522123894,0.0,0.0
3LE9INWSFWFC7U06C7E8H83VJHH0ML,2 minutes,0.080000000000000,1,SV,24.00,26.91,16.87,2.09,2.26,1.36,1.57,14.91,0.08,5.39,0.05,3LE9INWSFWFC7U06C7E8H83VJHH0ML,120.0,0.08,1.0,1,0.3967,26.0,4.0,8.67,18.0,6.0,2.0,7.0,5.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,0.0,0.0,0.0,0.0,150.0,8.0,2401.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,16.0,3.236842105263158,8.0,0.5
3LJE53CC7VYWE1O3MIQ180XM33HESQ,60 minutes,0.020000000000000,3253,IA,34.89,39.54,24.03,4.85,5.21,3.54,4.43,7.54,1.17,6.21,3.31,3LJE53CC7VYWE1O3MIQ180XM33HESQ,3600.0,0.02,3253.0,3,0.3036,22.0,1.0,22.0,18.0,8.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.094,1.0,1.0,0.0,0.0,0.0,1841.0,7.0,6971.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,21.0,22.0,10.0,233.0,4.079889807162535,10.0,0.04291845493562232
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,20 minutes,0.070000000000000,11,IA,43.00,46.17,26.95,7.58,5.96,6.75,5.91,4.75,0.23,4.00,0.18,3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,1200.0,0.07,11.0,3,0.5733,103.0,6.0,17.17,18.0,26.0,8.0,14.0,31.0,8.0,26.0,13.0,14.0,50.0,0.0,0.0,0.0,0.0,0.64,0.98,1.0,3.0,0.0,0.0,0.0,5979.0,3.0,13659.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,23.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,9.0,75.0,59.0,983.0,3.884426229508197,1.0,0.001017293997965412
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,20 minutes,0.090000000000000,46,IA,49.36,51.27,21.61,8.67,5.77,8.40,6.09,5.47,0.19,5.74,0.13,3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,1200.0,0.09,46.0,3,0.5739,103.0,6.0,17.17,20.0,23.0,8.0,21.0,24.0,9.0,23.0,14.0,15.0,50.0,0.0,0.0,0.0,0.0,0.66,1.0,1.0,2.0,0.0,0.0,0.0,5985.0,3.0,13475.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,23.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,9.0,75.0,59.0,983.0,3.89253486464315,0.0,0.0
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,15 minutes,0.050000000000000,1,IF,29.88,29.92,8.39,2.58,2.75,3.42,3.40,6.92,0.09,5.52,0.05,3LV0310AAZ0POAIRABRDV0CJ4TWKD9,900.0,0.05,1.0,4,0.5012,23.0,3.0,11.5,1.0,11.0,4.0,4.0,7.0,9.0,3.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0,3.0,0.0,0.0,0.0,935.0,10.0,3702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,12.0,7.0,113.0,3.904040404040404,3.0,0.02654867256637168
3LV0310AAZ7UO39UCWLZNYY1B3BDKS,60 minutes,0.400000000000000,4,SV,14.44,15.77,10.54,0.85,1.72,0.62,1.71,11.54,0.24,5.32,0.20,3LV0310AAZ7UO39UCWLZNYY1B3BDKS,3600.0,0.4,4.0,1,0.505,37.0,2.0,18.5,19.0,6.0,6.0,5.0,12.0,3.0,1.0,1.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,793.0,10.0,4803.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,4.0,9.0,4.0,103.0,3.3626943005181347,0.0,0.0
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,15minutes,0.030000000000000,1200,IA,28.13,29.17,12.97,3.42,3.09,2.33,1.92,8.33,0.09,4.29,0.04,3LV0310AB0FIJI1LDLADGNAZ3BMKDF,900.0,0.03,1200.0,3,0.4382,123.0,7.0,20.67,46.0,27.0,22.0,12.0,16.0,27.0,21.0,39.0,14.0,9.0,0.0,0.0,0.0,0.0,0.5296,0.74,1.0,0.0,0.0,0.0,0.0,1672.0,5.0,6625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,18.0,12.0,233.0,4.248466257668712,3.0,0.012875536480686695
3LV0310AB0LE2KPSDVZ5QZ931M3DKU,60 minutes,0.030000000000000,360,VV,27.13,29.50,19.31,4.00,3.95,3.67,3.98,9.58,0.09,4.38,0.06,3LV0310AB0LE2KPSDVZ5QZ931M3DKU,3600.0,0.03,360.0,5,0.2862,12.0,2.0,6.0,8.0,4.0,13.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1547.0,14.0,5410.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,3.0,18.0,8.0,223.0,4.442857142857143,0.0,0.0
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,60 minutes,0.030000000000000,10,IA,46.11,47.54,14.42,8.46,5.99,5.92,4.99,7.23,2.68,5.72,7.00,3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,3600.0,0.03,10.0,3,0.451,136.0,23.0,15.56,21.0,37.0,14.0,21.0,33.0,39.0,36.0,28.0,6.0,2.0,0.0,0.0,0.0,0.0,0.5652,0.7,0.96,1.0,0.0,0.0,0.0,4659.0,4.0,10172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,6.0,39.0,19.0,667.0,4.895424836601308,68.0,0.10194902548725637
