imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,OverallEffort_trimmedMean30,OverallEffort_HubersMEstimatora,OverallEffort_TukeysBiweightb,OverallEffort_HampelsMEstimatorc,OverallEffort_AndrewsWaved,OverallEffort_mean,OverallEffort_median,OverallEffort_sd,OverallEffort_mean_byExperts,OverallEffort_median_byExperts,OverallEffort_sd_byExperts,z_score_weighting,COMPLEX_mean,COMPLEX_median,COMPLEX_sd,Intresting_mean,Intresting_median,Intresting_sd,DIFFICULT_mean,DIFFICULT_median,DIFFICULT_sd,PAYMENT_mean,PAYMENT_median,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",Type,a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,3minutes,0.05,1,52,50.94951739,50.36648415,51,50.36312449,52.4,51,21.63,53.38,54.5,21.91,1.529926634406523,6.2,6,5.47,7.07,5,6.49,7.27,6,5.97,0.4,0.28,0.41,3I5ZXD44JV69M8DWVE4I5ER80XVCJX,180.0,0.05,1.0,0.1431,92.0,5.0,18.4,53.0,81.0,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1848,0.4928,1,1.0,0.0,0.0,0.0,6583.0,113.0,31285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,10.0,0.0,27.0,56.0,6.0,477.0,4.805,0.0,0.0
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,4 minutes,0.01,1,40,37.66581007,35.81555491,38.5072003,35.64909396,40.93,38,20.47,41.25,35.5,20.79,1.4720308723922737,7.93,8,4.93,6.73,5,5.71,5.73,3,6.51,0.76,0.5,0.77,3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,240.0,0.01,1.0,0.4113,32.0,6.0,10.67,9.0,15.0,11.0,4.0,4.0,1.0,14.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604,0.84,1,0.0,0.0,0.0,0.0,1188.0,21.0,4626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,17.0,2.0,163.0,3.8623481781376516,5.0,0.03067484662576687
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,60 minutes,0.01,34,20.36363636,20.20841565,17.56407519,18.2297614,17.56662136,25.07,20,22.01,27,21,22.92,1.5231775532516196,2.67,2,4.15,9.4,10,6.09,2.47,2,2.29,0.3,0.07,0.62,3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,3600.0,0.01,34.0,0.4341,16.0,2.0,8.0,5.0,6.0,3.0,0.0,5.0,1.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1.0,0.0,0.0,0.0,1891.0,34.0,9858.0,0.0,0.0,0.0,1.0,3.0,12.0,12.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,17.0,7.0,277.0,4.2105263157894735,2.0,0.007220216606498195
3IE95L92ROOBGIB0W5PPNWUUL5E7M3,4 minutes,0.07,1,17.3,16.26226992,14.61095067,15.2539766,14.61254441,19.57,15.5,14.1,20,17,14.58,1.4827103339249574,1.43,1,1.45,7.71,6.5,5.81,1.21,1,1.67,0.06,0.07,0.04,3IE95L92ROOBGIB0W5PPNWUUL5E7M3,240.0,0.07,1.0,0.7187,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,4,1.0,0.0,0.0,0.0,1046.0,7.0,4215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,142.0,4.348484848484849,2.0,0.014084507042253521
3IR329NZ7YGB0BGT612CO4BTUIW2K0,60 minutes,0.2,6,46.4,43.39036113,44.97273033,45.78177622,44.96450339,46,39,23.6,45,38,25.51,1.4366821562513987,5.14,4,5.1,9.64,11,6.63,4.93,5,3.71,0.8,0.25,1.59,3IR329NZ7YGB0BGT612CO4BTUIW2K0,3600.0,0.2,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,9756.0,121.0,132642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,135.0,0.0,124.0,0.0,0.0,123.0,47.0,44.0,518.0,1.8490105057415098,113.0,0.21814671814671815
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,10 minutes,0.1,9,46.1,45.88692398,45.65328533,46.77224975,45.66949182,48.57,45.5,23.58,46.82,38,25.86,0.9254359813573487,5.36,4.5,5.2,6.21,5,5.73,5.5,3.5,5.19,0.16,0.15,0.09,3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,600.0,0.1,9.0,0.3755,90.0,5.0,18.0,29.0,23.0,20.0,14.0,28.0,27.0,12.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3268,0.56,0.9,2,1.0,0.0,0.0,0.0,3413.0,35.0,21013.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,29.0,17.0,182.0,4.2571942446043165,26.0,0.14285714285714285
3J06FGISLU272UJU8S9F5O38AK5K50,7 days,0.03,18,37.1,37.11351311,37.34625108,37.31700795,37.35810198,37.57,37.5,16.53,39.22,38,13.79,1.4348092719667997,4.57,5,3.44,11.29,12.5,4.73,4.21,3,3.45,0.18,0.15,0.14,3J06FGISLU272UJU8S9F5O38AK5K50,604800.0,0.03,18.0,0.3829,53.0,3.0,17.67,32.0,8.0,12.0,10.0,4.0,23.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0924,0.58,0.82,1,0.0,0.0,0.0,0.0,1810.0,55.0,21312.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,11.0,13.0,256.0,3.428235294117647,3.0,0.01171875
3J06FGISMVRO4EVZMT2NFJ1KME95KI,60 minutes,0.01,5498,24.63636364,24.51242918,24.61880606,24.74679059,24.61840106,24.6,26,9.38,23,25,8.66,1.4826245158817901,1.53,1,2.39,13.33,15,6.77,1.33,1,1.59,0.1,0.05,0.15,3J06FGISMVRO4EVZMT2NFJ1KME95KI,3600.0,0.01,5498.0,0.4161,28.0,2.0,14.0,7.0,3.0,1.0,14.0,0.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3224,0.74,3,1.0,0.0,0.0,0.0,1916.0,34.0,10094.0,0.0,0.0,0.0,1.0,3.0,12.0,12.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,17.0,8.0,287.0,4.162601626016261,2.0,0.006968641114982578
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,45 minutes,0.07,90,30.45454545,31.62790939,30.72387814,30.74382448,30.7229939,30.67,36,13,30.2,36.5,11.81,1.7628972999238106,3,2,3.55,9.27,10,5.74,2.53,2,2.39,0.27,0.18,0.2,3J567DP9LLBDQUW0322ZJ0FWFWZFPB,2700.0,0.07,90.0,0.3044,88.0,6.0,17.6,36.0,21.0,34.0,30.0,33.0,18.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28,0.46,0.82,6,2.0,0.0,0.0,0.0,3266.0,4.0,15277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,14.0,25.0,12.0,240.0,4.168908819133034,6.0,0.025
329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,60 minutes,0.15,62,57.36363636,57.32741207,55.56504713,57.73558079,55.4510539,61,56,19.43,58.82,52,17.66,1.4644627581879093,9.8,10,5.48,5.73,4,5.35,9.33,10,5.81,0.19,0.18,0.06,329GGY5YRI5WHTWS4FZ9QWPAMFRT4W,3600.0,0.15,62.0,0.2836,3.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,4,1.0,0.0,0.0,0.0,1642.0,8.0,5061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,22.0,13.0,232.0,4.377049180327869,12.0,0.05172413793103448
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,5 minutes,0.06,5,30.3,30.92761754,30.08590107,31.79642425,30.06748542,34.36,29.5,21.23,38,33.5,22.85,1.4755541322979728,5.5,3,5.85,11.79,13.5,5.78,3.5,2,3.44,0.12,0.1,0.06,3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,300.0,0.06,5.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,1405.0,47.0,19323.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,73.0,0.0,0.0,1.0,16.0,4.0,160.0,2.956043956043956,1.0,0.00625
3JGBBKK855Q5HY1J6RVO56S97I9J0I,6 days,0.1,361,50.45454545,50.12817066,47.66914053,49.85843141,47.57401729,54.2,52,22.86,53.8,53,24.48,1.3398554656750856,8.47,8,4.79,8.4,10,4.53,7.33,5,4.73,0.33,0.18,0.32,3JGBBKK855Q5HY1J6RVO56S97I9J0I,518400.0,0.1,361.0,0.4008,27.0,3.0,9.0,19.0,8.0,1.0,0.0,5.0,1.0,4.0,8.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,2,0.0,0.0,0.0,0.0,953.0,13.0,3556.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,13.0,128.0,3.8391959798994977,0.0,0.0
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,7 minutes,0.05,200,20.09090909,19.45608956,17.26224063,17.67112207,17.26759627,26.2,21,24.22,22.9,15,23.29,1.1623908335359097,2.67,0,4.75,7,8,5.96,2.47,0,4.7,0.07,0.06,0.04,3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,420.0,0.05,200.0,0.427,14.0,2.0,7.0,4.0,1.0,3.0,5.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2,0.0,0.0,0.0,0.0,549.0,25.0,22605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,3.0,61.0,3.2814814814814817,0.0,0.0
3K0G5SYN9K0M6D335K10A1FE8RM8MU,45 minutes,0.4,20,66.36363636,66.57481074,66.75986877,66.62132639,66.7602159,66.47,71,24.12,65.78,71,25.58,1.3145589667909907,9.47,10,5.74,7.93,8,4.79,9.53,9,4.98,0.71,0.5,0.52,3K0G5SYN9K0M6D335K10A1FE8RM8MU,2700.0,0.4,20.0,0.2363,230.0,65.0,26.8,70.0,80.0,144.0,60.0,28.0,11.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3172,0.4484,0.9236,3,0.0,0.0,0.0,0.0,13007.0,0.0,73956.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,6.0,1.0,0.0,79.0,93.0,80.0,1331.0,2.814368249183622,48.0,0.03606311044327573
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,3hours,0.35,42,51.63636364,50.20153188,48.72955395,51.31465242,48.63416925,54.07,48,20.51,50.13,45.5,16.75,1.7028509361899598,7.33,8,5.89,7.4,8,5.88,6.67,7,4.13,0.45,0.5,0.17,3K0G5SYNALYS7SB8UL3I5RQZNM3M85,10800.0,0.35,42.0,0.3552,126.0,12.0,16.13,28.0,33.0,59.0,35.0,42.0,24.0,19.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.4196,0.5916,0.8848,3,5.0,0.0,5.0,4.0,9211.0,103.0,115434.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,2.0,0.0,5.0,128.0,59.0,2237.0,3.799305957200694,26.0,0.0116227089852481
3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,30 minutes,0.5,1,35.36363636,35.38124949,33.81101064,35.18807436,33.81083427,38.4,33,21.83,36.17,32.5,11.09,1.2919738523331934,4.53,4,4.44,5.4,4,4.72,4.67,3,4.67,0.22,0.15,0.19,3K0T7FOBIJOUXM7ZLBPJYBSGQYWM14,1800.0,0.5,1.0,0.4845,27.0,2.0,13.5,6.0,1.0,3.0,9.0,7.0,8.0,7.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,6,4.0,0.0,0.0,0.0,1477.0,10.0,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,2.0,0.0,2.0,25.0,6.0,218.0,3.9178082191780823,2.0,0.009174311926605505
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,30 minutes,0.2,26,41,40.98226115,39.56557128,39.99604338,39.56426123,44.6,38,22.37,36.9,38,10.44,1.2946051903860238,5.93,5,5.01,10.93,13,6.62,4.53,4,3.98,0.33,0.23,0.22,3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1800.0,0.2,26.0,0.1659,54.0,7.0,18.0,43.0,14.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.2356,0.4428,3,0.0,0.0,0.0,0.0,2879.0,130.0,23553.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0,0.0,0.0,24.0,40.0,7.0,311.0,3.3328173374613,16.0,0.05144694533762058
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,30minutes,0.05,902,67.7,68.76349808,68.83962275,67.82755731,68.85656808,69.14,71.5,24.75,89.67,85.5,15.37,1.1372600034281761,9.71,11,5.82,4.86,3.5,4.54,9.93,10,5.24,0.45,0.25,0.38,3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,1800.0,0.05,902.0,0.4982,27.0,3.0,9.0,10.0,5.0,13.0,1.0,10.0,1.0,5.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2816,1.0,2,7.0,0.0,0.0,0.0,5231.0,145.0,31259.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,4.0,0.0,13.0,58.0,36.0,545.0,4.383966244725738,7.0,0.012844036697247707
3K3X4GGOSLN9WHITSDB41LMDI6SMCK,15 minutes,0.05,1022,67.9,67.74513387,68.08439032,66.89185416,68.07869069,64.79,69.5,19.5,63.89,73,24.42,1.062830130878316,10.21,11,4.25,8.57,8,5.96,11.14,12,4.22,2.38,0.15,6.61,3K3X4GGOSLN9WHITSDB41LMDI6SMCK,900.0,0.05,1022.0,0.4903,43.0,6.0,11.25,17.0,6.0,6.0,16.0,1.0,5.0,9.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,2,0.0,0.0,0.0,0.0,58.0,0.0,3602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.260869565217391,0.0,0.0
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,10 minutes,0.1,1,39.18181818,38.16360916,36.49115059,38.02243913,36.42059969,39.93,39,21.48,35.38,39,19.19,1.2304745714627765,4.6,4,4.61,12.33,12,4.29,3.87,3,4.26,1.21,0.23,3.09,3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,600.0,0.1,1.0,0.6391,20.0,2.0,10.0,4.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.0,0.0,0.0,560.0,6.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,7.0,2.0,57.0,4.035714285714286,1.0,0.017543859649122806
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,60 minutes,0.25,4667,47.09090909,46.27206995,46.24716498,47.09499563,46.25973004,48.07,44,17.29,50.64,44,18.18,1.376393463624537,6.6,4,5.45,10.6,11,5.68,6.73,6,5.04,0.41,0.25,0.47,3KNJI1FZ8L912486RAFQQV3ZEP6NQU,3600.0,0.25,4667.0,0.426,98.0,7.0,16.33,20.0,26.0,23.0,52.0,17.0,32.0,18.0,16.0,11.0,6.0,0.0,0.0,0.0,0.0,0.4464,0.66,0.96,3,3.0,0.0,0.0,7.0,9598.0,134.0,37743.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,3.0,52.0,1.0,0.0,33.0,83.0,56.0,2265.0,4.162195121951219,45.0,0.019867549668874173
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,60 Minutes,0.03,1,29.7,29.57355715,29.23972279,30.4130333,29.2541818,31.86,28.5,20.7,40.83,42.5,16.07,1.215098264629197,4,2,5.17,5.14,4,4.07,3.5,2,4.57,0.1,0.1,0.07,3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK,3600.0,0.03,1.0,0.3813,11.0,3.0,5.5,1.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,4,1.0,0.0,0.0,0.0,1183.0,8.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,160.0,4.584541062801932,2.0,0.0125
3L8V324VIV0JU2BOPG7PUH68F6NF91,60 minutes,0.03,2331,32.54545455,32.5986957,33.02172763,32.57252307,33.01466313,32.4,34,16.44,30.15,27,16.15,1.1848973556635385,2.27,2,2.63,7.07,5,6.54,2.2,2,2.21,0.13,0.1,0.09,3L8V324VIV0JU2BOPG7PUH68F6NF91,3600.0,0.03,2331.0,0.1729,4.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,4,1.0,0.0,0.0,0.0,1303.0,7.0,4769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,22.0,4.0,146.0,4.436213991769547,3.0,0.02054794520547945
3L8V324VIVQEQ524CR2N49U2T8GF9N,11 minutes 40 S,0.02,1060,44.81818182,43.31594348,42.64642614,44.09852022,42.67650717,45.53,39,13.85,48.2,47.5,13.09,1.358636171028395,5,5,4.12,7.33,6,5.67,5.93,6,4.42,0.23,0.2,0.17,3L8V324VIVQEQ524CR2N49U2T8GF9N,660.0,0.02,1060.0,0.3672,97.0,3.0,32.33,43.0,28.0,53.0,10.0,17.0,34.0,15.0,13.0,5.0,9.0,0.0,0.0,0.0,0.0,0.4032,0.62,1.0,2,0.0,0.0,1.0,0.0,4633.0,38.0,46737.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,29.0,46.0,30.0,517.0,3.096237970253718,33.0,0.06382978723404255
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,10 minutes,0.05,139,37.2,37.44798996,37.72957641,37.35878038,37.78177907,37.14,37,12.04,35.67,37,11.68,1.1972084180650029,4.36,4,2.41,9.86,11,4.4,3.93,4,1.86,0.14,0.1,0.09,3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,600.0,0.05,139.0,0.4045,126.0,5.0,25.2,29.0,28.0,32.0,117.0,43.0,20.0,11.0,15.0,23.0,5.0,0.0,0.0,0.0,0.0,0.44,0.7504,0.9608,3,0.0,0.0,0.0,0.0,7288.0,34.0,16448.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,6.0,107.0,58.0,1174.0,4.095067905646891,83.0,0.0706984667802385
3LCM1J6T1CTW3PUN949YD9G6A99CYC,7minutes,0.01,4238,20.27272727,21.02041283,20.96198042,20.37981966,20.95889882,20.2,26,10.81,19.85,26,10.02,1.4844483887793278,0.93,0,1.28,9.2,10,7.04,1,0,1.85,0.11,0.05,0.15,3LCM1J6T1CTW3PUN949YD9G6A99CYC,420.0,0.01,4238.0,0.468,17.0,2.0,8.5,11.0,3.0,4.0,13.0,0.0,2.0,1.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2,0.0,0.0,0.0,0.0,406.0,25.0,22461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,37.0,2.8849557522123894,0.0,0.0
