imageID, Answer.Q_ABILITY, Answer.Q_COMPLEX, Answer.Q_DIFFICULT, Answer.Q_Intresting, Answer.Q_OverallEffort, Answer.Q_TAKE
32WAV7G60PNC75TK9C1M3A29EH0D36,1,4,6,4,29,6
32WAV7G60PNC75TK9C1M3A29EH0D36,1,10,10,4,61,12
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,4,2,10,71,14
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,0,11,17,3,45,6
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,10,10,0,28,0
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,14,2,12,38,10
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,8,0,4,38,1
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,8,4,15,33,2
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,14,10,2,34,0
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,1,0,19,57,10
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,13,10,6,74,0
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,1,10,0,0,38,0
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,2,2,6,14,0
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,11,2,15,42,17
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,6,10,7,65,4
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,2,2,16,16,17
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,16,16,4,72,4
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,10,10,8,56,2
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,3,10,12,72,2
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,0,0,10,22,0
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,5,3,6,38,2
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,1,2,2,18,27,20
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,0,20,20,0,73,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,-1,-1,-1,-1,-1
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,3,4,2,25,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,14,8,10,82,-1
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,16,2,7,125,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,17,14,5,88,4
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,11,13,12,34,7
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,12,8,18,73,10
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,16,12,10,101,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,1,1,0,16,39,20
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,6,6,4,27,9
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,10,12,18,37,16
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,5,13,2,62,3
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,14,14,14,68,19
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,2,2,2,13,2
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,0,10,18,38,20
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,1,2,18,22,19
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,1,1,10,17,10
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,2,1,16,16,18
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1,2,3,3,44,11
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,10,6,12,40,18
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,6,4,6,37,6
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,5,4,7,57,14
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,8,2,10,60,15
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,4,0,10,38,16
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,3,3,14,20,20
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,1,1,1,14,0
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,0,0,15,23,18
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,0,3,2,17,36,19
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,1,1,2,5,13,9
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,12,12,12,37,12
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,8,7,0,55,0
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,3,2,8,32,12
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,12,12,7,61,6
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,4,4,13,36,1
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,3,6,13,55,13
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,3,3,1,28,0
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,8,2,10,57,5
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,4,3,5,37,12
3589VT1T2BGMXIVHZGNGS492OQIJN8,1,10,10,10,41,4
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,2,1,14,26,15
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,2,2,6,30,13
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,16,12,5,56,2
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,5,4,4,23,4
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,0,2,10,30,20
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,12,11,10,37,16
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,0,2,10,11,10
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,4,4,12,30,16
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,0,0,10,4,12
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,1,2,3,15,41,18
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,10,2,1,76,0
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,5,4,0,38,0
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,2,2,10,37,12
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,4,8,12,38,10
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,0,0,10,3,11
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,4,8,14,38,20
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,10,4,10,38,4
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,6,10,2,40,6
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,10,6,1,56,0
3VNGVF6XGJQ1QLT33BZ7QKAQGJTGC8,1,-1,-1,-1,-1,-1
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,8,12,4,73,10
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,18,19,0,118,0
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,18,4,14,141,14
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0,20,20,0,105,0
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,14,12,4,82,1
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0,20,20,2,104,0
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,5,2,4,73,3
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,14,11,5,77,1
375FCEJV4GX4B1VR293XJCDD0I7CCJ,0,20,20,1,88,0
375FCEJV4GX4B1VR293XJCDD0I7CCJ,1,13,17,5,95,0
3GRRK9BQWRDBESRD36S5634M392PD9,1,10,7,1,102,1
3GRRK9BQWRDBESRD36S5634M392PD9,1,8,7,16,96,9
3GRRK9BQWRDBESRD36S5634M392PD9,1,12,12,12,66,18
3GRRK9BQWRDBESRD36S5634M392PD9,1,20,16,2,102,2
3GRRK9BQWRDBESRD36S5634M392PD9,1,14,5,16,81,16
3GRRK9BQWRDBESRD36S5634M392PD9,1,20,19,1,118,0
3GRRK9BQWRDBESRD36S5634M392PD9,1,9,9,8,56,8
3GRRK9BQWRDBESRD36S5634M392PD9,0,17,16,3,105,3
3GRRK9BQWRDBESRD36S5634M392PD9,0,18,18,10,81,0
3GRRK9BQWRDBESRD36S5634M392PD9,1,18,20,0,103,0
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,2,2,12,13,19
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,2,0,16,37,19
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,0,0,20,15,20
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,0,0,20,38,20
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,1,2,15,15,19
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,0,0,14,21,20
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,9,5,15,33,17
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,0,0,20,26,20
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,2,2,20,38,20
3J06FGISMVRO4EVZMT2NFJ1KME95KI,1,2,2,16,26,20
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,6,2,11,112,2
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,3,3,14,37,18
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,2,0,4,27,2
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,0,10,6,75,2
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,2,2,20,72,20
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,6,3,12,67,17
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,4,2,10,28,16
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,1,0,14,51,0
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,4,2,10,26,8
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2,1,9,7,9,78,16
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,3,14,2,50,4
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,14,18,0,149,1
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,16,14,2,104,0
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,12,3,7,91,16
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,0,0,14,101,18
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,1,1,0,12,1
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,2,2,2,33,6
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,2,1,1,21,2
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,3,5,14,42,18
3T6HLR4BXW65EY3SGXC7I8IJLZ589G,1,2,2,3,37,12
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,1,2,5,42,6
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,10,7,0,57,0
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,5,8,14,148,16
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,8,8,18,37,18
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,1,4,11,26,18
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,8,8,16,42,16
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,8,4,9,39,12
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,11,7,9,64,7
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,5,2,16,39,11
3VNVHCMRM39PCV9YY08XQFC2ASTW7K,1,10,10,7,-1,15
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,3,5,4,16,4
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,0,3,14,37,7
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,3,2,18,56,18
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,14,3,3,17,10
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,1,1,4,-1,11
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,7,5,10,69,9
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,2,3,8,22,12
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,1,1,10,14,16
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,6,1,2,38,2
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,1,2,4,14,23,13
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,14,7,10,75,7
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,17,6,4,119,3
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,0,0,18,140,18
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,10,6,2,85,4
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,4,4,10,26,20
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,0,0,12,36,10
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,0,1,1,1,57,1
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,2,4,12,26,20
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,3,7,2,50,6
3I21NMEA63DY0BA82BXKKSLPMBYSHT_1,1,9,11,2,56,2
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,3,3,19,27,20
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,2,4,4,44,6
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,1,1,1,38,0
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,5,0,0,16,0
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,-1,-1,-1,-1,-1
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,0,1,0,56,0
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,8,6,3,42,4
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,2,16,4,101,3
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,11,6,11,54,7
3ZFB7PFNY1ZJD1XM4GHBRRAA6GF932,1,2,2,15,40,19
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,0,14,13,15,102,4
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,1,1,12,21,20
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,7,9,16,40,19
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,9,8,8,45,12
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,1,1,7,16,18
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,1,3,15,20,16
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,0,0,16,9,20
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,4,3,5,25,4
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,1,2,2,16,20,20
3S4LLGXSV3FZU47VRD0W7FI7RKKAOY,0,2,2,16,10,20
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,3,3,10,56,20
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,14,14,6,63,4
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,6,10,3,38,4
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,2,6,5,34,9
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,14,12,2,58,2
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,18,18,0,113,0
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,18,16,2,72,5
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,20,15,0,116,0
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,13,3,0,37,0
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,1,4,2,4,32,10
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,2,5,9,27,11
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,10,10,0,57,0
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,13,13,2,47,0
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,18,16,0,101,0
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,0,20,1,78,0
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,8,0,0,55,1
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,6,7,17,27,14
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,10,10,6,37,2
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,18,18,18,135,20
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,1,5,6,14,30,17
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,0,0,17,14,20
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,2,3,16,41,19
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,0,0,10,0,10
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,0,0,20,32,20
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,4,6,12,41,13
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,13,16,8,81,12
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,2,4,12,44,18
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,8,7,8,39,9
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,4,6,16,39,12
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,1,9,7,12,31,18
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,0,0,0,29,0
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,0,0,14,27,18
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,6,6,8,38,2
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,0,0,10,0,10
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,14,2,20,112,18
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,10,10,6,60,14
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,12,10,3,72,4
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,-1,4,12,27,4
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,0,0,20,34,20
36ARV8EEH67U95XPYN59VTZKFJ2VA1,1,11,3,1,51,7
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,-1,-1,-1,-1,-1
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,2,0,14,121,20
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,12,8,5,50,5
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,10,2,3,38,16
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,2,2,0,22,0
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,6,4,14,40,14
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,19,17,2,102,1
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,16,14,4,64,4
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,14,2,0,57,1
32GVUSPLEYOYH9SP841K39EVOUOK3Z,1,8,7,10,26,14
306OACM7G04QOX49OC3VEMIMU7KA8L,1,9,8,4,71,4
306OACM7G04QOX49OC3VEMIMU7KA8L,1,5,2,6,49,6
306OACM7G04QOX49OC3VEMIMU7KA8L,1,11,11,18,38,2
306OACM7G04QOX49OC3VEMIMU7KA8L,1,0,0,1,59,0
306OACM7G04QOX49OC3VEMIMU7KA8L,1,14,14,0,83,1
306OACM7G04QOX49OC3VEMIMU7KA8L,1,10,12,8,61,5
306OACM7G04QOX49OC3VEMIMU7KA8L,1,8,14,14,50,20
306OACM7G04QOX49OC3VEMIMU7KA8L,1,4,6,14,72,16
306OACM7G04QOX49OC3VEMIMU7KA8L,1,12,4,16,87,4
306OACM7G04QOX49OC3VEMIMU7KA8L,1,20,6,14,87,0
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,4,4,2,34,16
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,0,0,20,25,20
3L8V324VIV0JU2BOPG7PUH68F6NF91,0,2,2,1,14,7
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,8,6,10,38,14
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,2,2,12,51,18
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,7,2,3,45,3
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,5,7,8,58,8
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,0,0,0,0,10
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,2,2,17,27,18
3L8V324VIV0JU2BOPG7PUH68F6NF91,1,0,2,0,56,1
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,6,2,18,71,18
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,12,12,5,72,4
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,14,2,0,57,1
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,2,8,19,41,1
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,4,3,15,102,2
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,2,2,18,38,16
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,0,10,18,102,19
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,-1,12,3,82,3
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,6,6,1,86,1
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,1,19,17,13,114,3
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,13,11,4,45,2
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,2,5,2,56,4
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,5,4,0,30,0
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,1,1,3,14,2
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,0,0,0,20,4
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,10,16,10,112,18
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,6,6,8,34,19
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,2,2,17,31,19
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,1,0,20,3,10
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,1,8,2,16,36,15
37ZUGP9H9BONPT0XCKXE3200JPH817,1,9,11,4,85,10
37ZUGP9H9BONPT0XCKXE3200JPH817,1,3,6,2,68,7
37ZUGP9H9BONPT0XCKXE3200JPH817,1,18,16,4,79,0
37ZUGP9H9BONPT0XCKXE3200JPH817,1,3,9,1,61,1
37ZUGP9H9BONPT0XCKXE3200JPH817,1,2,1,2,29,1
37ZUGP9H9BONPT0XCKXE3200JPH817,1,6,4,10,71,18
37ZUGP9H9BONPT0XCKXE3200JPH817,1,-1,-1,-1,-1,-1
37ZUGP9H9BONPT0XCKXE3200JPH817,1,14,10,2,80,3
37ZUGP9H9BONPT0XCKXE3200JPH817,1,1,3,12,36,12
37ZUGP9H9BONPT0XCKXE3200JPH817,1,0,2,4,26,4
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,4,4,8,85,19
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,16,16,4,60,2
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,12,14,4,91,3
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,4,4,17,44,4
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,0,14,0,2,132,2
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,1,4,3,52,5
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,11,9,8,61,4
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,7,9,4,72,-1
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,8,6,16,39,16
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,1,11,13,11,51,9
394TEHR260P29GUZO0UUQSDZ63O65J,1,0,0,18,5,19
394TEHR260P29GUZO0UUQSDZ63O65J,1,1,0,15,3,15
394TEHR260P29GUZO0UUQSDZ63O65J,1,3,1,15,15,18
394TEHR260P29GUZO0UUQSDZ63O65J,1,0,0,18,3,19
394TEHR260P29GUZO0UUQSDZ63O65J,1,0,0,20,14,20
394TEHR260P29GUZO0UUQSDZ63O65J,1,0,0,13,11,18
394TEHR260P29GUZO0UUQSDZ63O65J,1,11,0,18,20,20
394TEHR260P29GUZO0UUQSDZ63O65J,1,1,0,20,2,20
394TEHR260P29GUZO0UUQSDZ63O65J,1,1,1,16,9,20
394TEHR260P29GUZO0UUQSDZ63O65J,1,0,0,19,4,19
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,1,0,1,14,6
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,2,4,7,36,5
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,0,0,16,14,20
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,0,0,10,13,19
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,5,5,20,40,20
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,0,0,10,3,20
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,0,0,20,4,20
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,5,6,12,27,14
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,4,2,13,19,18
3R8NDUBSE5C5KWKOVCROU8T8BNKK4W,1,0,0,8,11,18
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,11,11,1,102,10
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,9,10,2,27,2
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,8,8,9,59,5
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,9,7,14,42,14
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,12,10,2,57,5
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,3,10,1,37,10
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,10,6,12,50,14
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,10,10,0,57,0
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,1,4,10,51,2
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,1,6,6,8,42,14
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,2,2,14,43,18
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,1,3,11,37,11
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,12,12,4,67,0
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,0,6,10,41,0
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,8,6,11,30,13
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,4,2,20,27,20
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,3,3,10,47,8
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,0,10,13,52,14
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,4,5,10,37,8
3SIEQXXS6F7PLDK653FBMIWP0ADQ4C,1,10,10,0,57,0
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,1,12,12,20,85,20
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,1,9,6,18,66,15
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,1,1,1,10,16,10
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,1,10,6,6,48,8
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,1,10,10,16,51,16
