imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_PAYMENT,Answer.Q_TAKE,Answer.vreward
3FQJF6D1S2STVEIP11IICRPWDI892M,AN3MYYTLXX9R8,20 minutes,0.03,1,Y,6,5,2,17,26,0.05,17,0.03
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A2C2G6WIE6VO2C,60minutes,0.02,12225,Y,0,3,10,4,38,0.1,16,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A2N962G55T9MOB,60minutes,0.02,12225,Y,0,0,4,10,4,0.05,10,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AXV4XY9UNODNP,60minutes,0.02,12225,Y,1,1,14,17,11,0.04,19,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A8GWYS9O8FUEK,60minutes,0.02,12225,Y,-1,-1,-1,-1,-1,0.5,-1,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A39J5RLVDTM6SM,60minutes,0.02,12225,Y,1,1,19,18,27,0.02,19,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A3298CNSQI60HU,60minutes,0.02,12225,Y,9,5,11,15,38,0.1,13,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AQP74RCFA4CF8,60minutes,0.02,12225,Y,1,1,6,10,30,0.05,18,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,AB7QN439WP6RY,60minutes,0.02,12225,Y,0,1,8,17,10,0.03,20,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A13V6ZYVF3A7EW,60minutes,0.02,12225,Y,0,0,20,20,23,0.03,20,0.02
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A3RIFUEQ95MR16,60minutes,0.02,12225,Y,1,1,2,8,25,0.02,7,0.02
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A3ET9X8TXMGXDI,10 minutes,0.1,82,Y,5,7,0,1,76,0.01,0,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AQJFDUI58Y0FV,10 minutes,0.1,82,Y,2,12,14,12,72,0.25,8,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A3298CNSQI60HU,10 minutes,0.1,82,Y,11,14,10,6,49,0.35,8,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1FL20WGFRJS1T,10 minutes,0.1,82,Y,4,12,14,16,52,0.1,16,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AQP74RCFA4CF8,10 minutes,0.1,82,Y,10,10,3,6,68,0.5,3,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1L0X2BYAGPFEA,10 minutes,0.1,82,Y,4,4,17,14,30,0.1,20,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AXL8STMTF8Z21,10 minutes,0.1,82,Y,12,4,10,15,57,0.25,4,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A3B094AH9T6G0Y,10 minutes,0.1,82,N,15,14,1,0,105,0.5,1,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A19DOARRVT6ZNN,10 minutes,0.1,82,Y,7,11,4,2,65,0.5,5,0.1
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A18RH223NQXT25,10 minutes,0.1,82,Y,9,11,11,10,73,0.1,15,0.1
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A2B6WQG0A9CKXQ,5 minutes,0.04,89,Y,10,6,18,14,50,0.3,18,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A2RG7VZAKGDEXI,5 minutes,0.04,89,Y,4,4,12,16,59,0.4,17,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A3QNMUHAFAJRQO,5 minutes,0.04,89,Y,-1,10,6,12,46,0.55,14,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A4PGF2WE94TJA,5 minutes,0.04,89,Y,6,6,6,12,27,0.04,14,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A3ET9X8TXMGXDI,5 minutes,0.04,89,Y,10,16,4,2,72,0.1,5,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,AO0PXYM02MJCW,5 minutes,0.04,89,Y,16,16,1,10,87,0.15,2,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,AJ74BNWTCX0MJ,5 minutes,0.04,89,Y,6,2,8,10,38,0.3,4,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A2G30CUMM6UXG5,5 minutes,0.04,89,Y,5,5,12,17,86,0.08,12,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A13V6ZYVF3A7EW,5 minutes,0.04,89,Y,14,16,0,1,137,0.5,0,0.04
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN,A38K3QQPV8CTPC,5 minutes,0.04,89,Y,0,0,20,0,38,0.18,0,0.04
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A1GOLJMO4GID3I,60minutes,0.05,14,Y,0,0,20,10,9,0.05,20,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A3PYEW6693PCHT,60minutes,0.05,14,Y,0,0,4,4,26,0.07,6,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A2CK0OXMPOR9LE,60minutes,0.05,14,Y,8,2,1,2,58,0.2,3,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A1L0X2BYAGPFEA,60minutes,0.05,14,Y,0,0,20,20,3,0.05,20,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A4PGF2WE94TJA,60minutes,0.05,14,Y,0,0,20,10,3,0.05,20,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,AJAPJJTISC36L,60minutes,0.05,14,Y,4,4,14,10,43,0.1,10,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A3QNMUHAFAJRQO,60minutes,0.05,14,Y,0,4,3,1,26,0.08,4,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A28S6TTII9JDNI,60minutes,0.05,14,Y,4,2,10,6,38,0.2,10,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A20USVYLTA4PYQ,60minutes,0.05,14,Y,-1,-1,-1,-1,-1,0.05,-1,0.05
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A15GKHNAWVZ9HD,60minutes,0.05,14,Y,11,11,3,2,101,1,6,0.05
33RX46D1RXVH625SCIG7UWSYT80X1J,A1FL20WGFRJS1T,30 minutes,0.04,85,Y,2,4,12,16,27,0.04,16,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A28S6TTII9JDNI,30 minutes,0.04,85,Y,2,3,10,10,39,0.2,10,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A2RG7VZAKGDEXI,30 minutes,0.04,85,Y,7,3,14,14,46,0.3,11,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,AB7QN439WP6RY,30 minutes,0.04,85,Y,0,0,10,12,14,0.04,19,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,AGPGCMNDSKZGT,30 minutes,0.04,85,Y,3,4,9,13,58,0.05,19,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A2Z1O9OKSW8MNU,30 minutes,0.04,85,Y,5,4,1,2,27,0.15,1,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A2CK0OXMPOR9LE,30 minutes,0.04,85,Y,5,2,3,4,32,0.15,12,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A1L0X2BYAGPFEA,30 minutes,0.04,85,Y,2,2,10,4,14,0.3,18,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A1YY98SJG37KSU,30 minutes,0.04,85,Y,2,0,1,0,38,0.2,1,0.04
33RX46D1RXVH625SCIG7UWSYT80X1J,A5TI9UQEPLNWI,30 minutes,0.04,85,Y,3,3,14,14,23,0.1,17,0.04
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A2Z1O9OKSW8MNU,60 minutes,0,1,Y,1,1,2,3,13,0.01,18,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A35VBQUAIJUPYP,60 minutes,0,1,Y,0,0,10,12,13,0.1,2,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A1L8ZQ4A13OGWX,60 minutes,0,1,Y,0,0,17,16,13,0.2,18,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A3FB4IOP8KXFJE,60 minutes,0,1,Y,1,1,16,4,14,0.1,16,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A1Y50NM443ITPK,60 minutes,0,1,Y,3,0,15,10,20,0.1,10,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A1FLTXBZB0F12D,60 minutes,0,1,Y,0,0,20,2,11,0.05,18,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,AOQDUK8U5IGIV,60 minutes,0,1,Y,0,0,20,17,10,0,20,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A1CUB65DPTJV2Q,60 minutes,0,1,Y,0,1,19,19,25,0.1,19,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A2B6WQG0A9CKXQ,60 minutes,0,1,Y,2,0,16,10,13,0.1,18,0
31ZZN31VRB1J1I6XNAS9X9DBA59QRV,A8GWYS9O8FUEK,60 minutes,0,1,Y,-1,-1,-1,-1,-1,1,-1,0
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A20USVYLTA4PYQ,15 minutes,0.05,3,Y,-1,-1,-1,-1,-1,0.05,-1,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A8GWYS9O8FUEK,15 minutes,0.05,3,Y,-1,-1,-1,-1,-1,0.5,-1,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A3RIFUEQ95MR16,15 minutes,0.05,3,Y,0,-1,3,7,17,0.05,2,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A2ZCON58EO32X9,15 minutes,0.05,3,Y,2,2,3,16,17,. 05,5,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A1U0GNE5ELW5V7,15 minutes,0.05,3,Y,4,6,1,12,47,0.1,18,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,AYM12AQJVZ66N,15 minutes,0.05,3,Y,16,16,4,2,39,0.1,2,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A03922113RU44GENR8ATX,15 minutes,0.05,3,Y,6,5,6,3,38,25,-1,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A2N962G55T9MOB,15 minutes,0.05,3,Y,1,2,0,11,14,0.1,10,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A1YY98SJG37KSU,15 minutes,0.05,3,Y,14,4,1,1,51,0.2,1,0.05
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS,A2RG7VZAKGDEXI,15 minutes,0.05,3,Y,4,6,17,15,55,0.5,15,0.05
389X50RO4VDYCDHURIYQ7760LL5343,AJAPJJTISC36L,4 minutes,0.15,984,Y,14,14,1,1,85,0.5,1,0.15
389X50RO4VDYCDHURIYQ7760LL5343,A2D563QZFLUW9H,4 minutes,0.15,984,Y,18,0,0,0,37,0.6,0,0.15
389X50RO4VDYCDHURIYQ7760LL5343,AQJFDUI58Y0FV,4 minutes,0.15,984,Y,0,10,16,8,57,0.4,9,0.15
389X50RO4VDYCDHURIYQ7760LL5343,AOQDUK8U5IGIV,4 minutes,0.15,984,Y,11,13,1,2,51,0.25,1,0.15
389X50RO4VDYCDHURIYQ7760LL5343,A29RJVVL54THB5,4 minutes,0.15,984,Y,15,15,4,2,72,0.6,10,0.15
389X50RO4VDYCDHURIYQ7760LL5343,A5TI9UQEPLNWI,4 minutes,0.15,984,Y,5,8,8,7,29,0.15,11,0.15
389X50RO4VDYCDHURIYQ7760LL5343,AI9NJ89EXVDY1,4 minutes,0.15,984,Y,3,9,5,10,34,0.15,8,0.15
389X50RO4VDYCDHURIYQ7760LL5343,AZFHYAYP6LF5O,4 minutes,0.15,984,Y,0,0,6,4,27,0.3,7,0.15
389X50RO4VDYCDHURIYQ7760LL5343,ASL1MFFPUB2ZW,4 minutes,0.15,984,Y,2,4,4,10,38,0.05,16,0.15
389X50RO4VDYCDHURIYQ7760LL5343,A2HW364F4TCKL3,4 minutes,0.15,984,Y,16,17,15,11,100,0.25,13,0.15
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,AQRI1E9W5268O,2minutes,0.07,2,Y,16,14,0,0,79,0.5,0,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A18RH223NQXT25,2minutes,0.07,2,Y,6,6,14,14,87,0.05,16,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A1GOLJMO4GID3I,2minutes,0.07,2,Y,2,2,0,0,20,0.05,0,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,AB7QN439WP6RY,2minutes,0.07,2,Y,20,18,1,2,92,0.15,1,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A1P08V29SHY950,2minutes,0.07,2,Y,14,7,0,2,56,0.4,1,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A26CL8E3XJWH1W,2minutes,0.07,2,Y,18,19,0,1,73,0.5,0,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A3OHGWG7ULA1MF,2minutes,0.07,2,N,18,17,0,0,87,0.25,2,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A2B1YSMEHN1G2K,2minutes,0.07,2,N,-1,-1,-1,-1,-1,0.1,-1,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A1YY98SJG37KSU,2minutes,0.07,2,Y,10,2,0,0,56,0.3,0,0.07
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V,A2WCV7ULUPKVNQ,2minutes,0.07,2,Y,4,4,0,1,45,0.25,0,0.07
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A610SH5RY1NG1,60 minutes,0.1,131,Y,17,6,1,1,136,0.65,0,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A27KW9LFDAUHHM,60 minutes,0.1,131,Y,7,3,12,16,41,0.06,16,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,AWMQYV1RQM94M,60 minutes,0.1,131,Y,10,8,1,0,35,0.3,1,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,ASL1MFFPUB2ZW,60 minutes,0.1,131,Y,14,14,2,6,72,0.1,4,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A85ATJSDTIARY,60 minutes,0.1,131,Y,18,18,0,0,87,1,0,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A18RH223NQXT25,60 minutes,0.1,131,Y,2,2,14,15,57,0.1,18,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A5TI9UQEPLNWI,60 minutes,0.1,131,Y,13,8,2,2,77,1,3,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A1KIBD7YIBPRED,60 minutes,0.1,131,Y,14,14,4,8,70,0.5,6,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A1F3IJU2HXZ0PQ,60 minutes,0.1,131,Y,5,5,0,0,38,10,0,0.1
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A26CL8E3XJWH1W,60 minutes,0.1,131,Y,19,16,1,1,81,0.6,0,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A4PGF2WE94TJA,24 hours,0.1,63,Y,12,12,16,8,63,0.1,18,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,AGQPTDG6ZF3T3,24 hours,0.1,63,Y,12,12,12,10,38,0.1,12,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A28S6TTII9JDNI,24 hours,0.1,63,Y,5,4,1,2,52,0.4,1,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A1L0X2BYAGPFEA,24 hours,0.1,63,Y,2,2,18,10,15,0.1,18,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A21Y02Z83OCZ4R,24 hours,0.1,63,Y,8,7,2,4,46,0.2,2,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A8GWYS9O8FUEK,24 hours,0.1,63,Y,-1,-1,-1,-1,-1,0.2,-1,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A1KIBD7YIBPRED,24 hours,0.1,63,Y,12,10,4,6,51,0.2,4,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,ALOYY3E72AQ1K,24 hours,0.1,63,Y,4,4,3,9,40,0.1,11,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A1VL7507UONPX0,24 hours,0.1,63,N,5,8,2,11,41,0.2,4,0.1
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A340UGIDGIF4W6,24 hours,0.1,63,Y,12,12,12,4,37,0.25,12,0.1
32WAV7G60PNC75TK9C1M3A29EH0D36,A2HW364F4TCKL3,60 minutes,0.18,277,Y,15,13,5,11,88,0.18,5,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,AJAPJJTISC36L,60 minutes,0.18,277,Y,13,12,6,7,66,0.25,8,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A2CK0OXMPOR9LE,60 minutes,0.18,277,Y,1,3,5,4,92,0.4,2,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A1YY98SJG37KSU,60 minutes,0.18,277,Y,14,2,1,0,44,0.2,1,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A3GM1Y0H93CZT1,60 minutes,0.18,277,Y,10,10,14,10,51,0.2,10,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A610SH5RY1NG1,60 minutes,0.18,277,Y,4,8,0,0,128,1,0,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A2ZATH9519RF58,60 minutes,0.18,277,Y,11,7,8,11,35,0.2,8,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A39J5RLVDTM6SM,60 minutes,0.18,277,Y,11,6,11,11,57,0.1,9,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A5TI9UQEPLNWI,60 minutes,0.18,277,Y,4,6,4,4,29,0.15,6,0.18
32WAV7G60PNC75TK9C1M3A29EH0D36,A2B6WQG0A9CKXQ,60 minutes,0.18,277,Y,10,10,14,4,61,0.2,12,0.18
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A3PYEW6693PCHT,4 minutes,0.01,1,Y,4,2,4,10,71,0.5,14,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A88QVXE9H03O8,4 minutes,0.01,1,N,11,17,1,3,45,1,6,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A1T4MC1F4TKX9Z,4 minutes,0.01,1,Y,10,10,0,0,28,0.1,0,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A27LR932J8F67W,4 minutes,0.01,1,Y,14,2,4,12,38,0.1,10,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A2D563QZFLUW9H,4 minutes,0.01,1,Y,8,0,2,4,38,0.15,1,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A5TI9UQEPLNWI,4 minutes,0.01,1,Y,8,4,12,15,33,0.5,2,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A3L60SOWLYEDN2,4 minutes,0.01,1,Y,14,10,0,2,34,2.5,0,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,AB7QN439WP6RY,4 minutes,0.01,1,Y,1,0,1,19,57,1.5,10,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,AQJFDUI58Y0FV,4 minutes,0.01,1,Y,13,10,1,6,74,1,0,0.01
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A2XLEJ7UPW51RD,4 minutes,0.01,1,Y,10,0,0,0,38,0.25,0,0.01
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A2DQY1G4BUM0M,3 Minutes,0.07,1,Y,2,2,0,6,14,0.2,0,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A2LV5432PV1S39,3 Minutes,0.07,1,Y,11,2,17,15,42,1,17,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,ALOYY3E72AQ1K,3 Minutes,0.07,1,Y,6,10,0,7,65,0.2,4,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A19DOARRVT6ZNN,3 Minutes,0.07,1,Y,2,2,10,16,16,0.1,17,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A15GKHNAWVZ9HD,3 Minutes,0.07,1,Y,16,16,2,4,72,0.7,4,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A2U31V169A20GY,3 Minutes,0.07,1,Y,10,10,1,8,56,0.2,2,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A3OLRWACCCCUTU,3 Minutes,0.07,1,Y,3,10,0,12,72,0.3,2,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,AQJFDUI58Y0FV,3 Minutes,0.07,1,Y,0,0,0,10,22,0.1,0,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A3RIFUEQ95MR16,3 Minutes,0.07,1,Y,5,3,1,6,38,0.1,2,0.07
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,AWMQYV1RQM94M,3 Minutes,0.07,1,Y,2,2,20,18,27,0.1,20,0.07
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A1T4MC1F4TKX9Z,5 minutes,0,1,N,20,20,0,0,73,1,0,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A8GWYS9O8FUEK,5 minutes,0,1,Y,-1,-1,-1,-1,-1,0.5,-1,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,AQRI1E9W5268O,5 minutes,0,1,Y,3,4,0,2,25,0.5,0,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A5TI9UQEPLNWI,5 minutes,0,1,Y,14,8,9,10,82,1.4,-1,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A610SH5RY1NG1,5 minutes,0,1,Y,16,2,8,7,125,1.5,0,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A19TL7AJ0FB1JG,5 minutes,0,1,Y,17,14,1,5,88,2,4,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A340UGIDGIF4W6,5 minutes,0,1,Y,11,13,5,12,34,0.15,7,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A1KH1O9AZ7S642,5 minutes,0,1,Y,12,8,12,18,73,3,10,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A2U31V169A20GY,5 minutes,0,1,Y,16,12,0,10,101,3,0,0
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A18RH223NQXT25,5 minutes,0,1,Y,1,0,11,16,39,0.02,20,0
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A19DOARRVT6ZNN,20 minutes,0.02,5648,Y,6,6,6,4,27,0.25,9,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A15GKHNAWVZ9HD,20 minutes,0.02,5648,Y,10,12,10,18,37,0.35,16,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A3298CNSQI60HU,20 minutes,0.02,5648,Y,5,13,9,2,62,$0.10,3,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A13V6ZYVF3A7EW,20 minutes,0.02,5648,Y,14,14,14,14,68,0.03,19,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A2DQY1G4BUM0M,20 minutes,0.02,5648,Y,2,2,2,2,13,0.03,2,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,ASL1MFFPUB2ZW,20 minutes,0.02,5648,Y,0,10,20,18,38,0.02,20,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,AB7QN439WP6RY,20 minutes,0.02,5648,Y,1,2,8,18,22,0.04,19,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A2N962G55T9MOB,20 minutes,0.02,5648,Y,1,1,0,10,17,0.1,10,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,AXL8STMTF8Z21,20 minutes,0.02,5648,Y,2,1,18,16,16,0.02,18,0.02
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A2CK0OXMPOR9LE,20 minutes,0.02,5648,Y,2,3,11,3,44,0.1,11,0.02
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A2B6WQG0A9CKXQ,15minutes,0.03,1200,Y,10,6,14,12,40,0.1,18,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A2CK0OXMPOR9LE,15minutes,0.03,1200,Y,6,4,14,6,37,0.15,6,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A28FW73RBVGYZ9,15minutes,0.03,1200,Y,5,4,5,7,57,0.1,14,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A610SH5RY1NG1,15minutes,0.03,1200,Y,8,2,10,10,60,0.15,15,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,AB1IYOW97MBMR,15minutes,0.03,1200,Y,4,0,12,10,38,0.1,16,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A26CL8E3XJWH1W,15minutes,0.03,1200,Y,3,3,10,14,20,0.03,20,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A1GOLJMO4GID3I,15minutes,0.03,1200,Y,1,1,0,1,14,0.03,0,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A2RG7VZAKGDEXI,15minutes,0.03,1200,Y,0,0,12,15,23,0.1,18,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A1VL7507UONPX0,15minutes,0.03,1200,N,3,2,3,17,36,0.2,19,0.03
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,AB7QN439WP6RY,15minutes,0.03,1200,Y,1,2,8,5,13,0.05,9,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A1P08V29SHY950,5 minutes,0.03,938,Y,12,12,3,12,37,0.1,12,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,AASW4EHSSOG40,5 minutes,0.03,938,Y,8,7,0,0,55,1,0,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A3OHGWG7ULA1MF,5 minutes,0.03,938,Y,3,2,4,8,32,0.05,12,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A3D46S3V9SYXTT,5 minutes,0.03,938,Y,12,12,6,7,61,0.2,6,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A03922113RU44GENR8ATX,5 minutes,0.03,938,Y,4,4,2,13,36,0.15,1,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A19DOARRVT6ZNN,5 minutes,0.03,938,Y,3,6,7,13,55,0.3,13,0.03
3589VT1T2BGMXIVHZGNGS492OQIJN8,A1F3IJU2HXZ0PQ,5 minutes,0.03,938,Y,3,3,0,1,28,0.05,0,0.03
