imageID,WorkerId,Answer.Q_OverallEffort,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_Intresting,Answer.Q_TAKE,Answer.Q_FREQUENCY,OverallEffort_mean
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A27KA3I4NKFDDO,68,12,12,11,13,7,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,AJAPJJTISC36L,45,12,12,1,0,1,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A28S6TTII9JDNI,37,8,6,4,1,1,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1J9IYN46FX00O,38,6,6,13,0,16,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1P08V29SHY950,57,13,12,3,2,3,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1C7FH4P7EKUBE,24,8,6,6,6,0,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A3EBUBRYCKB6AF,37,0,0,20,20,10,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A394GXC30A1YP6,28,2,4,4,12,9,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A2Z1O9OKSW8MNU,25,1,1,10,14,10,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A2CDM78GVCICO5,28,0,3,0,0,0,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1X0H6VAK3AQE9,40,11,10,10,0,6,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,AW4AHMQ7EN4QI,50,7,5,10,2,8,43.54
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1L8EDNM7HZZAX,89,14,10,0,0,0,43.54
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1XJ9VFOJ4LP2X,28,0,0,5,9,11,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1FL20WGFRJS1T,52,4,12,16,16,14,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AXL8STMTF8Z21,57,12,4,15,4,10,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A3ET9X8TXMGXDI,76,5,7,1,0,0,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AQP74RCFA4CF8,68,10,10,6,3,3,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A19DOARRVT6ZNN,65,7,11,2,5,4,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A18RH223NQXT25,73,9,11,10,15,11,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1L0X2BYAGPFEA,30,4,4,14,20,17,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AQJFDUI58Y0FV,72,2,12,12,8,14,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A3298CNSQI60HU,49,11,14,6,8,10,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A2CDM78GVCICO5,54,13,14,0,1,1,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,A1CYNV91NQD4VK,27,0,4,2,0,0,56.38
3YS67JKWKBRVDSIQ9F8UVFJ1JQRX40,AF7ZFZR505E84,82,14,13,3,4,2,56.38
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2RG7VZAKGDEXI,48,4,0,16,18,18,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A27LR932J8F67W,57,18,18,2,4,2,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,AXL8STMTF8Z21,27,8,3,17,15,11,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,ASL1MFFPUB2ZW,28,1,2,18,19,16,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2HR7ZIX42FEPG,38,4,10,10,5,8,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A1X0H6VAK3AQE9,34,3,3,7,16,6,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A1I8Z7HLS1ZU5Q,38,5,3,9,11,11,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2WEJYAMB1YSG,41,9,7,10,7,13,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2S4BU23GT93ZD,56,13,12,3,5,6,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A1SL65Z68BK1UT,91,13,15,0,0,0,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A39J5RLVDTM6SM,55,14,14,9,7,7,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2VRDE2FHCBMF8,27,4,3,5,15,11,43.54
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A2CDM78GVCICO5,26,0,3,0,0,0,43.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A2CK0OXMPOR9LE,16,3,5,4,4,3,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A2HR7ZIX42FEPG,17,14,3,3,10,2,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,AXL8STMTF8Z21,56,3,2,18,18,13,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A19LVWX8ZLO6CS,18,0,0,0,12,10,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A03922113RU44GENR8ATX,22,2,3,8,12,12,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A28EL15HGXUJ5X,69,7,5,10,9,5,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A2Z1O9OKSW8MNU,14,1,1,10,16,11,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A1X0H6VAK3AQE9,28,2,2,3,4,4,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A1YY98SJG37KSU,38,6,1,2,2,2,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A2IG075A0I3O73,30,0,1,4,18,18,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A28S6TTII9JDNI,37,2,4,6,10,10,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A1VL7507UONPX0,23,2,4,14,13,6,28.54
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,AWJ5TLP0KOYFX,3,0,0,6,20,8,28.54
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A340UGIDGIF4W6,42,13,12,8,10,14,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,ALOYY3E72AQ1K,17,3,3,10,7,10,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A1KH1O9AZ7S642,71,10,16,0,2,6,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A88QVXE9H03O8,46,7,7,3,2,2,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,AJAPJJTISC36L,59,16,16,1,1,1,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A3GU00DMBON7YO,14,0,0,10,20,20,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A19LVWX8ZLO6CS,26,2,4,0,1,1,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A7K2X189HU4CP,26,6,10,4,2,1,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A1X0H6VAK3AQE9,53,9,1,1,0,14,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A2VRDE2FHCBMF8,50,6,5,2,3,5,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A1WKENA5660Y84,28,6,6,11,12,10,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,AGXZAVCNU7E4T,26,2,1,6,12,10,39.62
3VTCTNDIMBI4MSZRCFZ5EXG7KAVTGQ,A28S6TTII9JDNI,57,8,10,6,6,10,39.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A340UGIDGIF4W6,35,11,11,12,15,14,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A2D563QZFLUW9H,38,7,0,0,20,20,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A88QVXE9H03O8,27,4,0,6,4,4,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A28S6TTII9JDNI,50,2,2,10,10,10,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A2VO6AGSLIK072,37,0,2,5,0,17,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A1X0H6VAK3AQE9,37,6,4,9,16,8,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A3EBUBRYCKB6AF,51,4,8,6,4,1,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A36TE52PSYAAD6,19,4,1,8,16,16,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A27ARTHMWGL3KM,1,0,0,12,20,20,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A21H2UDDHN8ZF,27,4,4,12,18,1,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A1I8Z7HLS1ZU5Q,63,6,3,14,13,11,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A1M3VJEHKWDP8I,18,0,0,13,20,15,35.62
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A2B6WQG0A9CKXQ,60,8,4,8,16,18,35.62
3AA189Q6B51983MEFLORU493K7KMWE,A1A9SPY4MTKX6Z,48,6,0,0,2,2,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A28FW73RBVGYZ9,39,3,4,6,17,14,46.08
3AA189Q6B51983MEFLORU493K7KMWE,AB7QN439WP6RY,51,10,9,6,2,2,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A19LVWX8ZLO6CS,39,2,0,0,3,4,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A2RG7VZAKGDEXI,75,8,5,8,12,14,46.08
3AA189Q6B51983MEFLORU493K7KMWE,AJ74BNWTCX0MJ,50,12,12,6,9,14,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A1U0GNE5ELW5V7,46,3,3,10,10,10,46.08
3AA189Q6B51983MEFLORU493K7KMWE,AQJFDUI58Y0FV,72,2,16,8,14,13,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A2VRDE2FHCBMF8,44,7,3,5,14,12,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A26CL8E3XJWH1W,44,12,13,5,4,4,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A2XLEJ7UPW51RD,7,5,6,13,12,0,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A2CDM78GVCICO5,27,0,3,0,0,0,46.08
3AA189Q6B51983MEFLORU493K7KMWE,A28S6TTII9JDNI,57,10,6,10,10,10,46.08
37672WDDC2JA93V4O46FCCJ2VAJNM9,A340UGIDGIF4W6,24,10,10,14,18,12,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A28FW73RBVGYZ9,24,3,3,5,18,14,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A19LVWX8ZLO6CS,33,0,0,10,20,10,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A20Z8Q65CFTBV7,27,1,1,14,19,11,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,AYM12AQJVZ66N,17,2,3,10,14,7,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A1EQ2HDHF2WWSY,38,7,3,12,12,7,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,AWJ5TLP0KOYFX,57,2,11,4,4,0,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A1SRI5PDX6WB9B,6,0,1,11,18,1,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A1M3VJEHKWDP8I,34,0,0,16,20,0,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A1X0H6VAK3AQE9,44,3,4,10,6,1,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A3TUV36R7RR04T,71,6,6,14,18,0,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A3RIFUEQ95MR16,26,2,4,10,3,4,32.38
37672WDDC2JA93V4O46FCCJ2VAJNM9,A2B6WQG0A9CKXQ,20,2,6,16,18,4,32.38
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2Z1O9OKSW8MNU,35,5,6,6,3,2,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A3D46S3V9SYXTT,71,12,12,16,16,12,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A19DOARRVT6ZNN,57,2,15,13,6,4,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2DQY1G4BUM0M,57,10,10,2,2,2,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A3RIFUEQ95MR16,71,1,5,9,2,1,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2HTN7HCNBQ8V4,37,11,9,9,4,5,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2AW5504I3KKSG,71,14,16,10,1,0,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A19LVWX8ZLO6CS,38,0,0,0,0,0,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A1XJ9VFOJ4LP2X,33,1,1,9,7,9,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A36TE52PSYAAD6,17,4,4,8,18,4,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A1F3IJU2HXZ0PQ,39,10,4,12,4,6,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A2CDM78GVCICO5,54,1,20,0,0,0,49.08
3HYDIS22CWMMEZBE3G64NG7ZMZON5V,A1EQ2HDHF2WWSY,58,4,6,1,1,2,49.08
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A3RIFUEQ95MR16,57,1,1,2,2,1,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A35BY30TC8WCL4,7,2,1,0,3,5,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,AGPGCMNDSKZGT,36,4,4,18,15,12,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A3ET9X8TXMGXDI,70,9,13,1,1,1,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A19LVWX8ZLO6CS,32,1,2,0,0,0,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A3GM1Y0H93CZT1,39,9,4,2,0,0,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,AXL8STMTF8Z21,27,5,4,11,4,8,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1F3IJU2HXZ0PQ,33,5,4,0,3,4,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1M3VJEHKWDP8I,23,1,4,1,0,0,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1U0GNE5ELW5V7,51,16,10,2,2,6,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1X0H6VAK3AQE9,52,6,2,6,0,6,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A2HTN7HCNBQ8V4,27,6,6,6,6,10,37.00
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1XJ9VFOJ4LP2X,27,0,0,4,10,5,37.00
3UKAYM2G38LNW9YPLTZSPTC333T903,A1J9IYN46FX00O,40,1,0,9,18,20,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A28FW73RBVGYZ9,73,13,17,3,2,2,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A2WEJYAMB1YSG,31,2,4,4,5,12,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A3EBUBRYCKB6AF,40,0,0,0,0,0,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A2Z1O9OKSW8MNU,31,4,1,1,1,1,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,AXV4XY9UNODNP,69,15,13,0,0,1,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A1L0X2BYAGPFEA,13,0,0,16,20,20,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A2C2G6WIE6VO2C,38,1,1,1,7,4,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A1F3IJU2HXZ0PQ,50,4,4,0,4,8,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A28S6TTII9JDNI,38,2,4,4,10,10,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A1SL65Z68BK1UT,59,6,11,1,0,0,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A1PLB1NZOE2PQ7,38,4,2,0,0,2,44.38
3UKAYM2G38LNW9YPLTZSPTC333T903,A3PYEW6693PCHT,57,4,6,4,2,6,44.38
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,AYM12AQJVZ66N,11,6,6,12,14,12,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A19LVWX8ZLO6CS,37,1,2,0,0,10,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A19DOARRVT6ZNN,50,6,4,16,19,10,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A1M3VJEHKWDP8I,19,0,0,10,10,0,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A2Z1O9OKSW8MNU,30,2,2,11,11,6,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A1C7FH4P7EKUBE,24,5,4,10,10,1,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A1T4MC1F4TKX9Z,58,10,10,0,0,0,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A2D563QZFLUW9H,14,0,0,20,20,20,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A4PGF2WE94TJA,19,6,6,14,14,10,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A2S4BU23GT93ZD,35,6,5,11,14,15,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A2ICKJ2ZGOVLP9,30,3,4,10,10,16,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,A26CL8E3XJWH1W,5,1,1,13,0,18,25.77
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7,AWJ5TLP0KOYFX,3,0,0,6,2,10,25.77
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A2CK0OXMPOR9LE,66,4,4,5,6,2,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,AQRI1E9W5268O,14,2,2,13,15,14,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A2ZATH9519RF58,51,12,7,14,12,6,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A3OLRWACCCCUTU,14,1,1,11,11,0,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A1M3VJEHKWDP8I,18,0,0,12,20,0,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,ATZ2IQCWUSG9Z,46,7,7,17,19,17,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A2B6WQG0A9CKXQ,31,2,4,14,18,4,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A2CDM78GVCICO5,15,0,0,0,9,0,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A19LVWX8ZLO6CS,36,2,1,14,18,0,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A5TI9UQEPLNWI,14,1,2,19,19,18,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A3FB4IOP8KXFJE,28,20,2,2,0,0,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A7K2X189HU4CP,36,10,6,10,7,7,30.54
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,AQJFDUI58Y0FV,28,5,1,17,19,4,30.54
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,AXV4XY9UNODNP,14,0,0,18,20,19,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,AGPGCMNDSKZGT,34,2,1,16,14,13,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A2Z1O9OKSW8MNU,39,5,5,5,1,2,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A88QVXE9H03O8,27,4,1,3,2,1,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,ASL1MFFPUB2ZW,38,2,2,14,12,10,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A19LVWX8ZLO6CS,36,4,1,0,12,2,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A28S6TTII9JDNI,68,10,10,10,4,6,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,AJAPJJTISC36L,71,14,12,9,1,6,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A2435PZYVK2552,40,8,2,2,5,6,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A1M3VJEHKWDP8I,24,0,0,7,6,0,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A5TI9UQEPLNWI,54,8,6,14,8,7,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A1VL7507UONPX0,51,6,5,12,16,4,41.15
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,AT9SK56IXQJP,39,5,1,5,18,19,41.15
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A2RG7VZAKGDEXI,54,6,3,12,14,11,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A1I8Z7HLS1ZU5Q,50,8,6,12,13,9,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A1FL20WGFRJS1T,25,2,2,18,18,16,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A39J5RLVDTM6SM,14,1,1,13,17,16,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,AGPGCMNDSKZGT,24,1,1,18,14,10,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,AWJ5TLP0KOYFX,38,4,4,0,0,0,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A1C7FH4P7EKUBE,38,13,11,10,2,0,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A2CDM78GVCICO5,38,7,8,0,0,0,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A35BY30TC8WCL4,74,13,2,1,0,2,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A1F3IJU2HXZ0PQ,34,4,3,0,0,0,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,ASN25PIODXIPJ,61,10,10,18,18,10,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A340UGIDGIF4W6,35,5,6,6,14,4,40.31
31TTIPZ8XM69HILWQZWMCQMN1KS3GE,A1F3IJU2HXZ0PQ,39,6,6,10,10,10,40.31
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A3HMBHM8HJLKRD,42,12,12,2,0,0,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,AGQPTDG6ZF3T3,71,16,16,3,6,4,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A19LVWX8ZLO6CS,51,3,3,1,0,0,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A2S4BU23GT93ZD,88,18,15,12,7,2,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A2HR7ZIX42FEPG,39,10,12,13,14,6,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A2VRDE2FHCBMF8,38,5,5,8,15,13,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A19DOARRVT6ZNN,66,11,4,16,19,13,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,ACNPJ7WXOGX5M,39,3,4,14,15,10,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A3EBUBRYCKB6AF,37,2,1,4,1,1,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A1X0H6VAK3AQE9,39,8,4,11,0,0,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A3QNMUHAFAJRQO,64,12,6,6,0,0,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,ASN25PIODXIPJ,61,4,4,12,12,12,52.69
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS,A2B6WQG0A9CKXQ,50,14,4,12,6,4,52.69
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A374STD2W8N1U8,39,0,0,20,20,2,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A2D563QZFLUW9H,27,0,0,20,20,10,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A3L60SOWLYEDN2,42,9,6,13,10,8,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A1Z7E1C3P16DEA,27,6,2,2,0,6,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,AWJ5TLP0KOYFX,15,0,0,2,14,0,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A1R4KVYEV07CAJ,21,8,6,16,20,5,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A2Z1O9OKSW8MNU,20,3,1,10,16,5,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A19OH5PQ7ZZ6UV,49,6,8,2,11,6,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A1J9IYN46FX00O,57,18,16,6,2,2,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A3JRTXSXU2IJEJ,27,2,0,4,4,7,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A88QVXE9H03O8,69,13,12,0,1,0,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,AT9SK56IXQJP,45,2,12,6,15,15,36.00
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A1YY98SJG37KSU,30,0,1,4,4,4,36.00
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A1EQ2HDHF2WWSY,67,10,5,19,18,16,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,ASL1MFFPUB2ZW,27,0,2,14,16,6,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A3ET9X8TXMGXDI,27,1,2,18,17,13,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A19LVWX8ZLO6CS,31,0,0,0,20,20,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,AGPGCMNDSKZGT,5,3,2,20,20,16,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,AOQDUK8U5IGIV,30,2,2,18,19,18,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A18RH223NQXT25,37,5,0,16,18,16,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A2ICKJ2ZGOVLP9,27,4,4,10,10,13,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A2CDM78GVCICO5,14,0,0,0,1,0,27.62
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A1F3IJU2HXZ0PQ,13,0,3,0,16,0,27.62
