imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Frustration,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_Performance,Answer.Q_TAKE,TLX,TLX_RAW
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,A1GF29TP5AVQ49,60 minutes,0.04,761,N,10,10,0,11,6,69,18,0,58.67,60
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A1GF29TP5AVQ49,60 minutes,0.1,131,Y,4,5,1,11,3,53,10,2,49.67,50.83
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5,A1GF29TP5AVQ49,30 minutes,0.03,133,Y,6,5,15,5,12,40,5,14,20.33,20.83
320GLP60AN6FM9FGZXIOL5AG38941T,A1GF29TP5AVQ49,5 hours,0.05,18,Y,8,10,1,5,4,41,4,1,33.67,31.67
3HBZ8AD97D3GZ7VEBIN9M1728BDNN9,A1GF29TP5AVQ49,60minutes,0.04,1,N,7,8,0,7,7,40,19,7,36.33,40
3IRUE3ZCDH3J5468JOOGJ1Y2ZWZIC5,A1GF29TP5AVQ49,10 minutes,0.1,9,Y,6,7,2,7,7,71,5,13,37,35.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A1GF29TP5AVQ49,60 minutes,0.05,399,Y,4,3,13,3,12,38,6,13,19.33,20
3QLL1RLFYUJL8BWXI76KVR6VTA8G40,A1GF29TP5AVQ49,20 minutes,0.05,1,Y,11,11,11,11,12,41,11,0,60.67,60
3CVHT3IKUYKSX9WRAWTF52715RU0R4,A1GF29TP5AVQ49,3 minutes,0.02,1870,Y,10,10,11,10,15,42,10,9,45,43.33
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,A1GF29TP5AVQ49,30 minutes,0.15,1,Y,2,3,17,2,16,39,1,19,11,10
3NJ4SYXGOJ3OVMOHUVEMN5U7YYPBNF,A1GF29TP5AVQ49,30 minutes,0.04,445,Y,4,4,3,4,5,31,10,6,25,24.17
3JGBBKK855Q5HY1J6RVO56S97I9J0I,A1GF29TP5AVQ49,6 days,0.1,361,N,4,5,0,4,4,39,6,0,28,27.5
3IXQCB6XI8S61DI53P5ICGI2I9BTIR,A1GF29TP5AVQ49,60 minutes,0.02,1494,Y,4,6,3,6,2,59,7,0,29.33,30
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A1GF29TP5AVQ49,2 hours,2,1,N,5,14,2,10,14,82,10,2,55.33,60.83
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,A1GF29TP5AVQ49,10 minutes,0.07,616,Y,7,8,2,7,3,50,7,2,37.33,37.5
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,A1GF29TP5AVQ49,15 minutes,0.5,1,Y,11,5,7,5,14,39,4,14,40.33,38.33
3T6HLR4BXW65EY3SGXC7I8ILF1889L,A1GMJZUQ8Q7053,60minutes,0.05,215,Y,8,10,2,16,4,34,16,3,60.67,62.5
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,A1GMJZUQ8Q7053,60 minutes,0.25,4667,Y,13,15,7,11,11,80,14,9,65,61.67
38DNTK7MFN34LCW85JTSAD2CXFQ01S,A1GMJZUQ8Q7053,4minutes,0.01,2012,Y,9,11,4,17,3,48,15,4,64.33,65
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,A1GMJZUQ8Q7053,5 minutes,0.04,1618,Y,10,11,6,12,9,50,15,6,59,56.67
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2,A1JV64BL3WCK0G,5 minutes,0.02,152,Y,2,6,8,11,2,45,16,10,61.67,49.17
3AMAQJSW8I20H10ADEKNBNOAVRROI5,A1JV64BL3WCK0G,60minutes,0.05,1,Y,11,11,8,11,3,52,15,6,70.67,55.83
37ZHE2JT1D250TKIB56TICN73UM88S,A1JV64BL3WCK0G,2hours,0.08,13,Y,13,1,1,17,0,80,10,0,61,55.83
3DHOXWJRSC3OAPE5AL86OV64DJCT3O,A1JV64BL3WCK0G,40 minutes,0.2,61,Y,15,16,6,19,3,86,12,2,73,63.33
3ZXEP6UEFFQUF1V5KFZ2RFEFLM08OQ,A1JV64BL3WCK0G,24 hours,0.09,2,Y,12,5,3,14,11,81,13,2,63,63.33
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,A1JV64BL3WCK0G,30 Minutes,0.04,86,Y,7,9,7,10,4,71,9,11,59.67,48.33
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ,A1JV64BL3WCK0G,60minutes,0.05,688,N,10,8,6,9,9,59,10,6,52.67,42.5
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,A1JV64BL3WCK0G,60 minutes,0.05,7,Y,6,5,2,14,1,56,6,2,50,44.17
3KNJI1FZ8L912486RAFQQV3ZEP6NQU,A1JV64BL3WCK0G,60 minutes,0.25,4667,Y,12,12,5,10,6,67,9,10,70,56.67
375FCEJV4GX4B1VR293XJCDD0I7CCJ,A1L8EDNM7HZZAX,12 hours,0.6,1,Y,15,10,3,16,0,100,4,0,60.67,67.5
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N,A1L8EDNM7HZZAX,45 minutes,0.02,17912,Y,1,1,2,14,0,39,0,0,46.67,60.83
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,A1L8EDNM7HZZAX,30 minutes,0.05,19963,Y,16,10,3,17,3,88,7,0,74.67,83.33
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3,A1L8EDNM7HZZAX,60 minutes,0.03,10,Y,10,4,10,12,6,57,6,4,63.33,62.5
3OQEO5BIN29PS6BYUHRH0ABF87P9UL,A1L8EDNM7HZZAX,2 hours,0.9,1,Y,10,14,3,16,4,72,10,0,65.67,69.17
3VS2P0ED9S8WCYR5XKUI3WE62NIZOD,A1L8EDNM7HZZAX,30 minutes,0,200,Y,14,10,0,20,0,89,4,0,56.33,63.33
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD,A1L8EDNM7HZZAX,3minutes,0.01,6,Y,0,0,20,17,0,41,2,0,60.33,69.17
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_1,A1L8EDNM7HZZAX,60 minutes,0.05,399,Y,15,6,4,13,2,69,2,8,55.67,60
3BZN229KV5TWHZF32GLR8LCC1TX6DS,A1L8EDNM7HZZAX,10minutes,0.08,2,Y,13,10,1,17,0,84,6,0,72,80
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A1M3VJEHKWDP8I,60minutes,0.05,14,Y,14,7,0,13,0,58,4,0,29.67,31.67
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,A1M3VJEHKWDP8I,15 minutes,0.05,1,Y,0,0,2,0,10,26,0,10,2.67,1.67
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_2,A1M3VJEHKWDP8I,7 daysays,0.15,6,Y,0,0,0,0,15,31,0,20,8,6.67
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,A1M3VJEHKWDP8I,5 hours,3,1,Y,1,1,2,1,16,34,1,20,5.67,5.83
3WNTBWVI7IICS3U5SPMYXHW39RR1DW,A1M3VJEHKWDP8I,60 minutes,0.1,1,Y,0,0,0,0,9,26,0,20,6.67,5.83
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,A1M3VJEHKWDP8I,7 daysays,0.15,6,Y,4,2,0,0,4,36,0,15,12,10
3IOQH27Z2E4FFLJVR8TNNB4HIMC1IN,A1M3VJEHKWDP8I,60 minutes,0.1,81,Y,0,0,6,0,13,21,0,17,8.67,10
3U2H1DGWOPTCKLUQYVRKVZHY3Q4F4G,A1M3VJEHKWDP8I,2 days,0.04,335,Y,0,2,0,2,5,37,2,10,14,12.5
3U6BJ3K2B9GQGJVT0E99IGFE7I2MEG,A1M3VJEHKWDP8I,40 minutes,0.05,112,Y,0,1,0,1,8,18,4,18,12.33,10
3J5HEGTZRLQ9SE8SW9LZS2A15OXGGI,A1M3VJEHKWDP8I,5 minutes,0.06,5,Y,0,0,0,0,12,18,0,20,2.67,2.5
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5,A1M3VJEHKWDP8I,60 minutes,0.05,1,Y,8,2,0,0,6,38,3,2,14.67,15.83
3C2UN3Y7UJLGZT23JF159R7GHEFMFI,A1M3VJEHKWDP8I,6hours,0.17,4,N,20,20,0,20,0,81,20,0,92.67,85
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,A1M3VJEHKWDP8I,30 minutes,0.05,19963,Y,4,4,6,3,9,41,0,10,40.33,35
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE,A1M3VJEHKWDP8I,10 minutes,0.05,139,Y,0,0,16,0,14,10,0,20,3.33,4.17
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,A1M3VJEHKWDP8I,3 minutes,0.05,6,Y,0,0,1,0,10,15,0,20,4,4.17
3U47UEJKWC6S8AEVXI8SUW72VHPLB6,A1M3VJEHKWDP8I,2 hours,2.8,1,Y,7,8,0,2,10,45,4,14,27.33,25.83
3589VT1T2BGMXIVHZGNGS492OQIJN8,A1M3VJEHKWDP8I,5 minutes,0.03,938,Y,4,4,0,2,1,51,2,0,19.33,17.5
34KQN2TBKTGWLIK008X22C5QD2JSAJ,A1M3VJEHKWDP8I,45 minutes,0.04,1205,Y,0,6,7,16,0,38,2,10,37.33,40
3AJ89545NQHYX91N7X3ADUYHKVTBEA,A1M3VJEHKWDP8I,60 minutes,0.2,26,Y,0,2,0,0,14,48,0,18,16,15
3LV0310AAZ5BVL06B1AU1YGZUNKDKM,A1M3VJEHKWDP8I,45 minutes,0,1,Y,15,0,10,12,2,72,0,0,37.33,38.33
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,A1M3VJEHKWDP8I,60 minutes,0.04,10,Y,0,0,2,0,4,29,0,20,2.67,1.67
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,A1M3VJEHKWDP8I,60minutes,0.05,41,Y,0,0,2,1,4,23,0,2,3,2.5
3UXCLCQO2V425H8F0OVWTKIEO3N20G,A1M3VJEHKWDP8I,60 minutes,0.3,1377,Y,2,4,0,2,10,33,2,10,19.33,19.17
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,A1M3VJEHKWDP8I,2 hours,0.07,2828,Y,1,0,0,0,10,23,0,18,1.33,1.67
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT,A1M3VJEHKWDP8I,60 minutes,0.09,366,Y,3,4,0,4,1,26,3,0,24.67,22.5
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,A1M3VJEHKWDP8I,1 hours 23 minutes,3.73,1,Y,10,14,2,10,10,72,2,15,32.67,30
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A1M3VJEHKWDP8I,3 hours,0.05,1,Y,0,0,1,2,6,22,0,10,2,3.33
31QBDMKNDPO96CGOU6OI3UH1N96L85,A1M3VJEHKWDP8I,2 hours,0.62,1,Y,4,2,2,2,10,42,1,14,11.33,10
3FQJF6D1R1SUSJ130G368H5I02G92S,A1M3VJEHKWDP8I,60 minutes,0.05,5,Y,8,4,0,4,1,48,4,1,26,20
3AA189Q6B52Z6L7EV3NS06BHCKRWMY,A1M3VJEHKWDP8I,3 hours,0.1,278,Y,2,2,4,1,10,26,2,16,7.67,7.5
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,A1M3VJEHKWDP8I,60 minutes,0.01,40,Y,1,4,0,2,1,23,4,0,15.33,11.67
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A1M3VJEHKWDP8I,5 hours,0.3,1,Y,0,0,0,1,7,24,0,6,4.33,5
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F,A1M3VJEHKWDP8I,60 minutes,0.2,9,Y,4,7,0,0,1,42,1,10,16,15
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO,A1M3VJEHKWDP8I,2 minutes,0.05,9515,Y,0,0,12,1,17,15,0,20,4.33,4.17
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,A1M3VJEHKWDP8I,20 minutes,0.5,1,Y,1,4,0,2,8,37,3,6,22,20.83
3QPQKLUN2S87R374XHKKL49YI4M6SW,A1M3VJEHKWDP8I,30 minutes,0.1,592,Y,0,0,4,0,16,12,0,20,1.33,1.67
3K0G5SYNALYS7SB8UL3I5RQZNM3M85,A1M3VJEHKWDP8I,3hours,0.35,42,Y,2,4,0,2,2,48,4,1,22.67,20.83
3NXBKB5598TPF5MRSRS8QPZELKSL9C,A1M3VJEHKWDP8I,5 days,0.15,14,Y,2,3,13,1,12,37,0,15,11.67,10.83
3U47UEJKWC7M32113CRLFBCBUKFBLV,A1M3VJEHKWDP8I,60 minutes,0.05,22,Y,0,0,0,0,10,32,0,20,2.67,1.67
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W,A1M3VJEHKWDP8I,3 hours,0.03,133,Y,0,2,0,0,2,43,0,0,1.33,1.67
3J567DP9LLBDQUW0322ZJ0FWFWZFPB,A1M3VJEHKWDP8I,45 minutes,0.07,90,Y,1,1,0,0,10,36,0,19,4.67,4.17
3VXAY8PXA67ITFS0HYENNTH6AGPBUQ,A1M3VJEHKWDP8I,3 hours,0.25,1,Y,1,4,0,1,10,43,2,10,15.67,13.33
330XZFCZ7RB627L6HWI9543W690TXG,A1M3VJEHKWDP8I,60 minutes,0.05,13,Y,2,2,0,1,10,18,1,10,7,5.83
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,A1M3VJEHKWDP8I,60minutes,0.05,24476,Y,0,0,12,0,10,14,0,20,0.67,0.83
3YJAOW5N8OUDFKNJJE4VLVI018MNS9,A1M3VJEHKWDP8I,60minutes,0.04,6512,N,10,19,0,14,0,57,20,0,78,63.33
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A1M3VJEHKWDP8I,15minutes,0.03,1200,Y,1,0,0,0,10,18,0,20,1.33,1.67
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,A1M3VJEHKWDP8I,2 hours,0.01,4978,Y,2,4,0,2,0,17,2,0,10.67,9.17
3TR9CMHN3N8E2YCNTAQUMF33CUSBB8,A1M3VJEHKWDP8I,5 minutes,0,1,Y,4,6,0,3,0,19,4,0,14.33,13.33
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1,A1M3VJEHKWDP8I,60minutes,0.4,1,Y,0,0,0,0,12,37,0,20,3.33,2.5
3L8V324VIVQEQ524CR2N49U2T8GF9N,A1M3VJEHKWDP8I,11 minutes 40 S,0.02,1060,Y,0,2,0,0,6,26,0,10,8,7.5
39393HGTI5QMIY6JHIT1M5IIGWJEOF,A1M3VJEHKWDP8I,15 minutes,0.12,200,Y,0,0,0,2,10,26,1,15,3.33,3.33
3USMLONC9E5MDB1GD7ZQ6SDG14K85P,A1M3VJEHKWDP8I,2hours,0.08,1173,Y,2,3,0,5,0,37,2,0,11,11.67
3XXLL7ZNZBX2S1C8S0AVX01M47X2SM,A1M3VJEHKWDP8I,60 minutes,0.1,131,Y,12,4,0,10,0,53,4,0,35.33,36.67
38IOEK81UIQHG7BFV93TAAEQ3W496W,A1M3VJEHKWDP8I,10 minutes,0.03,1,N,20,20,0,20,4,53,20,0,100,91.67
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,A1M3VJEHKWDP8I,60 minutes,0.2,346,Y,2,6,0,1,10,40,1,18,12.33,10.83
3MXFP9RGE565SQ20JA2GC60T4U4B22,A1M3VJEHKWDP8I,60 minutes,0.02,15,Y,14,10,0,14,0,45,4,0,34,34.17
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,A1M3VJEHKWDP8I,6 days,0.1,363,Y,0,0,12,0,10,33,1,20,5.33,5
3MXFP9RGE565H89AY0KXMF94YTQB2U,A1M3VJEHKWDP8I,60 minutes,2,1,Y,6,8,0,4,1,71,1,14,17.33,16.67
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,A1M3VJEHKWDP8I,2 hours,0.5,49,N,20,20,0,20,0,86,20,0,86.67,78.33
3K3X4GGOSLN6JKEE0NBXYD5PSA6MC7,A1M3VJEHKWDP8I,30minutes,0.05,902,Y,6,4,0,3,1,43,2,2,17,15.83
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A1M3VJEHKWDP8I,60 minutes,0.1,40,Y,0,0,15,0,13,18,0,20,2.67,2.5
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8,A1M3VJEHKWDP8I,2minutes,0.04,203,N,20,20,0,16,3,59,20,0,86.67,79.17
3ZNMTDKQXPRIYI9V3LJLED84I1Z2VB,A1M3VJEHKWDP8I,60minutes,0.3,1,Y,0,5,0,2,5,40,1,10,17.33,16.67
30E2X49V611K26Z0IIHLB47CQY53NF,A1M3VJEHKWDP8I,60minutes,0.01,1,Y,0,0,0,0,10,8,0,20,2.67,1.67
3S1POB7GU8DKAHGA5W96UXZRMJ8QU4,A1M3VJEHKWDP8I,7 days,0.1,20,Y,0,0,0,0,8,13,0,16,0.67,0.83
3YJAOW5N8OU26Z949MJ65YS6Q7GNS0,A1M3VJEHKWDP8I,60 minutes,0.2,1,Y,0,0,10,0,11,42,0,20,4,3.33
378UBY8FQ61LFCJMHZWZTRZI59A8TB,A1M3VJEHKWDP8I,10 minutes,0.08,42,Y,0,0,3,0,13,29,0,20,0.67,0.83
3XQ5ITPVUWCZXHDQO612ZU9R46PQTU,A1M3VJEHKWDP8I,60 minutes,0.04,2161,N,19,20,0,20,0,73,20,0,90.67,77.5
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,A1M3VJEHKWDP8I,60 minutes,0.25,1,Y,6,8,0,6,0,37,6,4,32.67,29.17
3VKCYEEK5GTFPTFE2CSUAPH4AEKG1E_2,A1M3VJEHKWDP8I,1 hour 40 minutes,0.35,5,Y,0,3,0,2,2,43,0,10,11.33,11.67
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_1,A1M3VJEHKWDP8I,60 minutes,0.05,399,Y,0,3,0,2,3,20,1,10,15.33,15
37CCG24EIZSNBY0O0RYFBPCKLTQZRW,A1M3VJEHKWDP8I,30 minutes,0.15,1,Y,0,0,10,0,14,33,0,20,2,1.67
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,A1M3VJEHKWDP8I,1 Hours,0.05,1,Y,0,0,0,0,10,29,0,20,1.33,0.83
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,A1M3VJEHKWDP8I,16 Minutes,0.15,6,Y,2,2,4,1,10,26,1,10,11.67,9.17
33RX46D1RXVH625SCIG7UWSYT80X1J,A1M3VJEHKWDP8I,30 minutes,0.04,85,Y,0,0,0,0,10,18,0,20,2,1.67
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,A1M3VJEHKWDP8I,60 minutes,0.2,346,Y,0,2,0,2,10,28,0,14,12,11.67
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,A1M3VJEHKWDP8I,7 days,0.3,2,N,20,20,0,20,4,60,20,0,90.67,81.67
3SI493PTSWP6VJGGSL9VZHEJP2GDZ2,A1M3VJEHKWDP8I,60 seconds,0.02,19,Y,0,0,0,0,10,20,1,16,2.67,2.5
3XLULPCEJ5A20HTSPHJ11BGOHJ2K00,A1M3VJEHKWDP8I,24 hours,0.1,63,Y,1,4,0,3,1,24,2,10,19,16.67
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K,A1M3VJEHKWDP8I,60minutes,0.07,3887,Y,0,0,2,0,10,35,0,20,1.33,1.67
3I21NMEA63DY0BA82BXKKSLPMBYSHT,A1M3VJEHKWDP8I,45 minutes,0.04,4,Y,16,8,0,20,0,96,12,0,66.67,60.83
3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ,A1M3VJEHKWDP8I,15 minutes,0.15,2595,Y,0,1,0,1,10,38,1,10,13.67,15
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL,A1M3VJEHKWDP8I,10 minutes,0.07,616,Y,0,0,2,0,11,40,0,10,5.33,3.33
3WNTBWVI6HTKT402X941XY1LBXF1DP,A1M3VJEHKWDP8I,30 minutes,0.04,78,Y,0,2,0,1,6,51,2,10,9.67,9.17
323KIQYDLQ7S9UIT4NE6QLFONB14CB,A1M3VJEHKWDP8I,60 Minutes,0.05,1496,Y,0,0,0,0,7,26,2,18,6.67,5.83
3TYSWKZBFMLN72JJOTFJJEIWD9HG7U,A1M3VJEHKWDP8I,60 minutes,0.07,244,Y,0,0,0,1,10,18,0,20,4.33,4.17
3LE9INWSFWFC7U06C7E8H83VJHH0ML,A1M3VJEHKWDP8I,2 minutes,0.08,1,Y,0,0,10,0,15,12,0,20,1.33,1.67
3BZN229KV5TWHZF32GLR8LCC1TX6DS,A1M3VJEHKWDP8I,10minutes,0.08,2,Y,0,0,1,0,10,35,0,16,8,5.83
3F12ASV6AWHSTTB7IFZKMVGLLVZM46,A1OBB3PWYWK9KK,1 hours 23 minutes,3.73,1,Y,12,14,12,12,6,71,4,8,62,50
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF,A1OBB3PWYWK9KK,20 minutes,0.07,11,Y,12,8,2,14,2,51,6,2,44.67,40
3T6UNEUZ5USMH6KL5FCL3O350KM199,A1OBB3PWYWK9KK,10minutes,0.02,15,Y,14,12,2,14,2,38,4,2,51.33,41.67
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A1PLB1NZOE2PQ7,15 minutes,0.02,35,Y,8,6,1,10,5,41,3,2,27.67,29.17
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9,A1PLB1NZOE2PQ7,60 minutes,0.02,108,N,3,3,3,6,4,71,1,2,20.33,22.5
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,A1PLB1NZOE2PQ7,24 hours,0.02,24,Y,16,4,1,18,4,50,4,0,48.67,53.33
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,A1PLB1NZOE2PQ7,30 minutes,0.2,26,N,11,5,2,12,12,54,4,2,45,47.5
378UBY8FQ61LFCJMHZWZTRZI59A8TB,A1PLB1NZOE2PQ7,10 minutes,0.08,42,Y,10,6,0,10,11,42,3,3,46.33,49.17
3UKAYM2G38LNW9YPLTZSPTC333T903,A1PLB1NZOE2PQ7,60minutes,0.05,18,Y,4,2,2,20,0,38,1,0,36,46.67
3UEL82N5TO6EUK0Y8E9LV0DUVX2NTJ,A1PLB1NZOE2PQ7,60 minutes,0.04,851,N,16,20,0,18,10,115,19,0,82,75.83
3ME56J5KH09H8MTADW07EI1HZMYC6P,A1PLB1NZOE2PQ7,5 minutes,0.01,5,Y,10,10,2,15,7,57,4,0,51.67,52.5
38DNTK7MFN34LCW85JTSAD2CXFQ01S,A1PLB1NZOE2PQ7,4minutes,0.01,2012,Y,2,4,1,8,0,37,0,1,17.33,21.67
3RRYB8LG3ZH82HFOZGL7ANT68BKKUX,A1Q5KU5RVDE67,5 minutes,0.1,1,Y,4,4,6,10,0,57,4,10,46,41.67
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,A1Q5KU5RVDE67,60 minutes,0.25,1,Y,2,2,2,2,2,38,0,10,8.67,8.33
32WAV7G6ZOBEE25MHO1EVKD7PUBD3N,A1Q5KU5RVDE67,1 hour 40 minutes,1.02,1,Y,10,10,1,18,0,71,6,4,55.33,45
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I,A1R4KVYEV07CAJ,6 hours,0.05,1,Y,5,4,10,0,11,36,2,11,39.67,26.67
3YE2HAAZLWT35EOEU3RFNMQ5RC4ZU3,A1R4KVYEV07CAJ,7 minutes,0.15,5,Y,1,2,12,0,12,25,2,20,14.67,10
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,A1R4KVYEV07CAJ,60minutes,0.04,34,Y,8,3,12,14,1,64,6,10,82,68.33
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX,A1SL65Z68BK1UT,3 minutes,0.05,6,Y,6,15,4,16,0,51,10,3,77.33,71.67
3I3RVCR3FK2XEB4GMX9G7IJ2RLH6XI,A1SL65Z68BK1UT,60 minutes,0.2,52,Y,13,15,0,17,0,91,4,0,56.33,55
3LCM1J6T1CTW3PUN949YD9G6A99CYC,A1SL65Z68BK1UT,7minutes,0.01,4238,Y,0,0,13,1,10,29,0,5,10.33,9.17
330XZFCZ7RB627L6HWI9543W690TXG,A1SL65Z68BK1UT,60 minutes,0.05,13,Y,6,7,0,8,1,49,2,0,36.67,34.17
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY,A1SL65Z68BK1UT,10 minutes,0.05,3,Y,0,0,0,2,5,14,0,4,16.67,12.5
3UKAYM2G38LNW9YPLTZSPTC333T903,A1SL65Z68BK1UT,60minutes,0.05,18,Y,6,11,0,15,1,59,3,0,45,43.33
3203J2GC2PK4HSXGZ2GG1074VAS84P,A1SL65Z68BK1UT,60minutes,0.05,273,Y,13,10,0,9,0,58,6,0,28.33,30.83
3UEL82N5TO6EUK0Y8E9LV0DUVX2NTJ,A1SL65Z68BK1UT,60 minutes,0.04,851,N,18,20,0,19,2,99,20,0,61,71.67
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,A1SL65Z68BK1UT,7 days,0.03,50,Y,2,2,3,1,3,33,4,4,13.67,13.33
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2,A1TT25CZLTLF0,30 Minutes,0.04,86,Y,10,8,10,20,0,39,8,1,66.67,53.33
3IR329NZ7YGB0BGT612CO4BTUIW2K0,A1VW8Y7XCV3DRW,60 minutes,0.2,6,Y,8,8,10,2,8,38,2,6,23.33,26.67
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,A1WRQCH7EPLS35,60 minutes,0.05,3,Y,0,0,6,0,10,13,0,20,2.33,1.67
375FCEJV4GX4B1VR293XJCDD0I7CCJ,A1X0H6VAK3AQE9,12 hours,0.6,1,Y,12,10,4,10,12,72,3,2,68.33,65
33FLRCV01N0NF725EJLGLLU8UGYORG,A1X0H6VAK3AQE9,60 seconds,0.1,100,Y,5,3,4,16,4,81,6,0,63,65
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,A1X0H6VAK3AQE9,7 days,0.01,4,Y,2,2,2,1,1,40,1,0,25,18.33
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1,A1X0H6VAK3AQE9,60 minutes,0.2,346,Y,5,4,2,2,9,53,2,19,30.67,29.17
3LV0310AAZ0POAIRABRDV0CJ4TWKD9,A1X0H6VAK3AQE9,15 minutes,0.05,1,Y,1,2,10,4,5,33,1,14,42.33,39.17
3PHLPV04IQDPW55WV8WBZJA231AP7O,A1X0H6VAK3AQE9,60 minutes,0.1,27,Y,7,3,3,3,6,47,2,1,49,41.67
3PN7FLVWM45PCCC3MA18W1ODE9IYSJ,A1X0H6VAK3AQE9,20 minutes,0.03,973,Y,6,6,3,4,13,52,2,10,45,35
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,A1X0H6VAK3AQE9,5 days,0.2,1,Y,4,3,2,7,6,53,3,2,54.33,50.83
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,A1X0H6VAK3AQE9,60minutes,0.02,1610,Y,2,2,10,2,2,51,1,0,35,27.5
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,A1X0H6VAK3AQE9,5 hours,3,1,Y,11,8,5,11,11,39,3,15,46.33,45
3EOZAW7619J5YKCNUIDNV84T8098HV,A1X0H6VAK3AQE9,3 minutes,0.01,1,Y,1,1,2,1,1,22,1,14,9.33,8.33
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,A1X0H6VAK3AQE9,7 daysays,0.15,6,Y,2,4,1,10,2,69,3,0,60,58.33
